0.000000000000000000e+00	6.269517563563580254e-01	2.441009366740989062e-01	-3.540191732250344558e-02	5.914150463151848225e-01	-2.154220158368863602e-01	5.740456342751271840e-02	1.441871062771614941e-02	4.077498058306637529e-02	-5.736020654686860287e-02	-6.494130768801884002e-02	-1.331445588715194639e-01	2.112863012904500903e-01	-1.898481487033445991e-01	-2.833413022209717025e-01	1.581180902483671769e-01	6.228926812445854944e-02
6.269517563563586915e-01	0.000000000000000000e+00	-7.528611004519079886e-02	1.324014831955327987e-01	-4.023808786666016046e-01	1.254737997051347809e-01	-1.675183207602796709e-01	1.167787730723994846e-02	-4.712964561250150564e-02	3.940026381414846873e-02	2.091590004031979588e-01	2.155777056289974181e-01	-2.541061581374480793e-01	1.565713417831728071e-01	4.676645461617134902e-01	-3.434873008104592507e-01	1.995003019175283776e-01
2.441009366740989062e-01	-7.528611004519075722e-02	0.000000000000000000e+00	5.377634945554333745e-01	-3.597419841658149042e-02	9.927036894880693352e-02	-9.603082382960677343e-02	-7.108844093489831775e-03	-1.058265354480854119e-02	9.138788769343357543e-02	1.948796486053414323e-01	-1.424877438287312226e-01	-8.806845823362211001e-02	1.035319064680712831e-01	1.482479712461889088e-01	-7.630728572162982781e-02	-1.989035669574607812e-01
-3.540191732250343171e-02	1.324014831955326599e-01	5.377634945554333745e-01	0.000000000000000000e+00	-9.290227007831271255e-02	2.311743368216396255e-01	4.729253863129558866e-01	-2.395323961041013194e-01	8.835688229841616448e-02	7.820807168514185004e-02	-4.745124177958651851e-02	-2.097314410153319764e-01	2.384083856986216610e-01	2.701284295213801645e-01	-5.833334586483114592e-02	7.433967046979417410e-03	-1.522152875074306300e-01
5.914150463151851556e-01	-4.023808786666014936e-01	-3.597419841658139328e-02	-9.290227007831289296e-02	0.000000000000000000e+00	4.828122008699808898e-01	-1.464160139790841308e-01	-4.534536585282834820e-02	-1.263759877037599899e-01	2.646194247194637028e-01	7.872643734119656733e-02	2.387359736746148264e-01	-1.659924816086798260e-01	3.709266099177069842e-01	1.318073969698543291e-01	-5.078192527656236882e-02	-1.245447263506240104e-01
-2.154220158368865268e-01	1.254737997051348086e-01	9.927036894880690576e-02	2.311743368216397365e-01	4.828122008699811119e-01	0.000000000000000000e+00	3.490784358118282360e-01	-1.259799253801700547e-01	-2.613291714418958592e-02	-5.920747289348544766e-03	-3.115070802427666874e-01	2.330574084458183204e-01	-1.338643427113113127e-01	-3.654845601850207348e-01	-7.289002084879929455e-02	5.355566814961352368e-02	2.587553759720818136e-01
5.740456342751278085e-02	-1.675183207602795599e-01	-9.603082382960678731e-02	4.729253863129557756e-01	-1.464160139790842974e-01	3.490784358118281805e-01	0.000000000000000000e+00	5.877399444232218606e-01	6.587994541315164709e-02	-1.021253742198306863e-01	1.214070329694030559e-01	1.237295443938433714e-01	-2.713233752000472343e-01	7.174317973507263017e-03	4.074878082311034211e-02	-6.195198719249195990e-02	2.606591324740007570e-02
1.441871062771611818e-02	1.167787730723987560e-02	-7.108844093489895960e-03	-2.395323961041013194e-01	-4.534536585282819554e-02	-1.259799253801700269e-01	5.877399444232216386e-01	0.000000000000000000e+00	-2.111177803503288056e-02	2.572981707859563483e-01	2.515913494710804166e-01	2.806063497661838435e-02	1.788456893034333917e-01	-3.263794616888140293e-02	-2.291643177249879371e-01	-5.340345639333749644e-02	1.402668305121888837e-01
4.077498058306650019e-02	-4.712964561250154033e-02	-1.058265354480857588e-02	8.835688229841612285e-02	-1.263759877037601009e-01	-2.613291714418959286e-02	6.587994541315173036e-02	-2.111177803503307138e-02	0.000000000000000000e+00	-5.825993910530631592e-03	-1.018217181019620554e-01	2.207183419104924438e-01	-5.147226511737634791e-02	2.279276064307479699e-01	1.809002295627364365e-01	-3.105264223886439884e-02	2.007330290516889104e-01
-5.736020654686867226e-02	3.940026381414863527e-02	9.138788769343354768e-02	7.820807168514182228e-02	2.646194247194636473e-01	-5.920747289348544766e-03	-1.021253742198305753e-01	2.572981707859564593e-01	-5.825993910530826748e-03	0.000000000000000000e+00	-2.815836957084389552e-02	-7.990829092473297757e-02	2.563000239416670101e-01	-1.015506907260197295e-01	4.758984243258405911e-02	2.702747237740811270e-01	1.933768735630736757e-01
-6.494130768801895104e-02	2.091590004031980699e-01	1.948796486053416266e-01	-4.745124177958662259e-02	7.872643734119684489e-02	-3.115070802427670205e-01	1.214070329694035832e-01	2.515913494710799725e-01	-1.018217181019621803e-01	-2.815836957084370470e-02	0.000000000000000000e+00	5.662470270204448403e-03	8.162415929185094787e-02	6.683009397319218670e-02	2.185151594394722230e-01	3.954110177849786689e-01	-1.100361787965553617e-01
