4.542505,-0.084714,-5.458944,-5.242018,1.343769,7.800546000000001,7.1352199999999995,-0.199504,-6.453098000000001,-5.002282,2.4072259999999996,7.845839,6.224208,0.7605609999999999,-1.216819,2.9813110000000003,8.258378,7.617303,0.169414,-7.706675,-9.007933,-3.047845,4.390436,6.941224000000001,2.987419,-4.188054,-9.964981,-11.433094,-8.1923,-2.207574,2.514729,1.777684,-4.972799,-12.14903,-11.226278,1.156038,17.710873,24.788943,14.376418,-7.305378,-23.950858,-23.188878,-7.259181,9.923231,15.998397,10.413254,2.426367,0.61855,5.395932,10.938727,12.299074000000001,9.252577,4.263707,-0.9188379999999999,-5.583973,-8.475609,-8.164548,-5.483103,-3.9221470000000003,-5.960228,-9.343813,-8.72443,-1.7721220000000002,7.418113000000001,12.333535000000001,11.101598,7.966046,7.184189,7.04564,1.9716,-9.501362,-21.007419,-24.308065,-18.267901000000002,-9.968378,-6.399573,-6.689456,-4.149698,4.667112,15.112711,19.452842,15.263778,7.281295,1.6089879999999999,0.282331,2.1048259999999996,6.4040029999999994,13.105425,19.376649,19.551921,10.974366999999999,-1.1543709999999998,-7.81955,-6.175778,-3.415275,-8.41488,-20.238170999999998,-27.799525,-22.237274,-7.696584,2.639657,0.8629819999999999,-7.898581,-12.882076,-10.190249,-4.8353410000000006,-1.16729,4.120126,16.09703,30.673992,34.814624,20.539310999999998,-3.4160209999999998,-17.870421,-12.18678,5.151064,16.430152,13.472252,3.932983,-0.573475,1.258259,0.913708,-6.862175,-15.937897,-16.002015,-5.759758000000001,4.557175,4.4786209999999995,-5.36533,-15.009676999999998,-16.861375,-12.881993,-9.688987,-9.240876,-7.138802,0.202343,9.56813,14.018903,11.007114,5.376621,3.8417809999999997,7.948509,13.632247,16.819965,17.498331,17.618963,16.548545,10.7642,-1.210976,-14.631584,-20.891683999999998,-15.109637,-1.6652580000000001,8.12796,4.863481,-10.908184,-28.314321000000003,-34.206888,-23.449279,-3.100432,13.213128,16.250529999999998,8.061691999999999,-1.166558,-3.095644,1.627939,5.721181,3.978991,-1.131134,-2.705188,2.5335520000000002,10.347489,13.330184,8.502362,0.064709,-5.092474,-3.9000169999999996,0.910276,4.422674
1.000000000000000000e+00,9.885916667470011354e-02,4.032504499519098951e-01,2.042908643684950842e-01,4.920879133083574386e-01,1.647427559204270586e-01,2.632872797800788756e-01,2.006504038436321136e-01,1.448591606924447273e-01,6.164736750697134837e-02,1.967795484992241814e-02,4.196387725766084209e-01,3.074414496287714571e-01,2.406663252009367815e-01,1.017137694375563478e-01,4.145685407402159572e-02,3.896708399784738486e-01,1.636365937394442527e-01,1.074244426684258825e-02,2.917167444572666031e-03,2.377719201386536280e-02,1.728358198191159156e-01,1.607041508164605004e-01,2.380243859105784787e-01,1.336736129274385954e-01,1.120937727291176564e-02,2.518604667561764598e-01,1.757449970845715026e-01,1.653986375646007700e-01,2.554931356463542302e-01,3.940222575400994381e-02,1.504838555120265597e-01,1.677104914405866051e-02,7.305514403121499654e-03,9.824966058592410345e-02,8.291280766895094967e-01,1.967982694500780838e-01,4.161442397481187605e-01,6.446992413739556504e-02,5.946815851638018735e-01,2.461129126304739678e-01,2.910842177447288126e-01,3.327572408125580861e-01,2.187252106874044422e-01,1.855831006607527034e-01,2.667268584887123178e-02,4.643509960610822662e-01,1.609365125310776579e-01,2.501155831733128387e-01,2.937378368970870735e-02,1.091432815890016478e-01,4.583498759862312255e-01,2.111596297408633860e-01,1.977561265961776393e-01,5.595135867738040836e-02,3.407064458014678610e-01,2.318448392469992791e-01,2.401719183284948267e-01,1.422586934862499763e-01,1.883919860025254078e-01,2.196366902412685146e-02,2.775661799866166457e-01,3.349643251750748785e-02,1.661482986184792121e-01,3.160604585049163751e-01,1.222694224763876819e-01,1.293386795142050134e-02,2.753297213174694079e-03,4.838214557201949567e-02,4.424069520560204583e-02
9.885916667470011354e-02,1.000000000000000000e+00,2.673875947439434131e-01,3.862162794873668092e-01,1.072838313878636818e-01,5.184333751768406551e-02,1.298970611065756453e-01,1.816391013730175169e-02,4.474588655203225462e-01,3.298798541574097121e-03,1.158921094685539249e-01,2.013765678388784175e-01,5.045170182508541823e-02,2.992511783507418310e-01,4.971568629256593180e-02,3.853464063127176042e-01,5.659674114014839191e-02,2.991988509747362524e-01,4.148783908135503795e-01,2.898127099491834557e-01,2.872589982997382219e-01,2.216564046693233203e-01,2.941029906465382204e-01,4.233345498482440211e-02,1.042360288852927086e-01,1.037220179272542175e-01,2.522356401097604062e-01,4.300259950489246363e-02,1.191708099339660737e-01,3.830477128313205387e-02,3.034427787528308842e-02,5.317276628084157547e-02,9.209293000645650540e-02,2.056129321738577043e-01,3.693244119522109403e-01,1.282156622329326257e-01,6.485459537302033783e-02,2.362772938232238773e-01,2.450610912978077871e-01,2.419454244118357800e-01,5.801719832937041882e-02,2.775915067953589332e-01,1.975232207279834992e-02,5.739259848344838849e-02,4.906093233237423384e-02,1.281729137541214314e-01,1.496654050832538774e-01,9.223636542754899692e-02,2.270347864242866776e-01,1.076884732291405050e-01,3.444214104982523672e-02,1.117218593914969943e-01,2.890294218346833865e-01,1.210492067168157659e-01,9.549622620297228137e-02,2.265873257235698907e-02,3.048305745227000707e-01,1.572655654890421639e-01,1.435863542953635108e-01,1.260048420195919450e-01,6.638700348508505544e-02,1.984522492677110728e-01,8.404569859113584715e-03,7.701332187049611533e-02,2.432226222436411345e-01,1.307102748563703787e-01,1.997862343291523235e-01,5.740118779123967729e-02,6.510394125400112419e-02,2.146134122502120767e-01
4.032504499519098951e-01,2.673875947439433576e-01,9.999999999999997780e-01,5.061261143690669595e-01,5.937540981282373176e-01,1.685369815835083621e-02,1.495604244365038825e-02,9.765251198584712355e-02,2.957477827910235391e-01,1.133427393785891441e-01,1.036511944331967722e-01,1.037623980074522112e-01,2.044323356834237271e-01,3.914225513415403035e-01,1.627752035834882371e-01,2.968265575637430986e-01,1.914471090246271379e-01,6.527088716432123683e-02,1.851157567198525866e-01,2.251408541450066469e-01,2.641921650837755209e-01,2.589499623308071929e-01,3.254596945233564909e-02,3.607750660979796020e-01,8.312195418797767299e-02,2.134152529488089409e-02,3.898874892077548449e-01,8.350554691020843634e-02,1.461910191016434768e-01,2.756785937364872319e-01,2.169028422680878976e-01,6.588538555653471185e-02,3.382591165487670165e-02,1.603389202038706385e-01,2.586057132295094263e-01,4.722254317183539607e-01,3.211844509188479385e-02,7.561891262937119329e-01,1.813059770229524803e-01,4.205665331728598022e-01,5.831751773830510382e-02,7.650666043478035472e-02,1.238680836654047351e-01,9.911190920451846964e-02,2.041173651284099999e-01,1.423492891808005034e-01,9.704798195182529064e-02,2.791305756852225373e-01,4.039183247662213594e-01,8.205015594302314530e-02,2.894649164655567399e-03,2.731960397846454058e-01,5.172407692601650904e-03,3.271166091720559832e-01,6.605077383419132031e-02,2.308434126638953532e-01,3.012338225757603682e-01,1.120243691756739601e-01,4.123611045382256091e-01,1.380300633841143321e-01,7.221516875379634104e-02,4.729360137445743906e-01,7.281438961624210615e-02,2.833782167780588557e-01,1.895658146938375976e-01,2.078248532711307328e-01,2.321309137938280809e-01,7.529275020336363700e-02,8.290463844974330088e-02,2.027607159133145986e-01
2.042908643684950565e-01,3.862162794873668092e-01,5.061261143690669595e-01,1.000000000000000000e+00,2.294545756475517562e-01,3.986554051195145831e-01,2.421854111352104710e-01,4.217008753263122300e-01,5.482756195360908302e-01,2.592228075335911708e-01,4.487546076567076186e-02,1.202424799907397812e-01,1.468398052903803208e-01,4.989153825854719670e-01,1.139099815760132445e-01,3.182983619783161799e-01,1.754309915911471673e-01,5.433326084277148027e-01,3.314475936339653650e-01,3.999631919147029757e-01,2.979343346810106041e-01,1.327406240982026420e-01,4.568333249424099129e-01,3.205178850259190471e-01,1.494375486377919338e-01,4.472024697908081464e-02,3.185901813802829441e-01,3.957600747380797812e-01,1.187331513066921390e-01,3.808598790400790080e-01,4.695077533816150450e-01,1.123810609177197800e-01,3.522119726078701274e-01,2.225614277313771594e-01,6.020163217141588641e-01,3.476424271513948172e-01,3.200507209123194530e-01,5.537688740071308180e-01,3.994167166970353788e-01,2.326466684832980136e-01,2.932053384249990180e-01,5.295913328299649975e-02,4.169733913859891006e-01,9.207285936412713812e-02,3.152779962835194350e-01,3.838835383637650978e-02,1.148564198381035184e-01,2.672607410876385314e-01,4.748556666564024975e-01,3.444724082499040635e-02,1.304454506302254180e-01,8.628458641060793299e-02,5.607257177676645554e-01,3.941590967107597154e-01,8.614029313297744128e-02,1.690523761059365138e-01,2.061059575101922281e-01,3.855494059485245484e-01,6.108945400067004039e-01,2.691723342382141282e-01,1.489041900502224569e-01,2.419654153237246197e-01,2.275322622057488198e-01,1.266618700118420371e-01,1.557027435979905540e-02,5.760979290300570765e-01,4.468458711331232402e-01,2.204871762606910590e-01,1.710374255165416080e-01,5.766519518370566422e-01
4.920879133083574386e-01,1.072838313878636818e-01,5.937540981282373176e-01,2.294545756475517839e-01,1.000000000000000000e+00,7.658999721496508040e-02,2.491728697063314846e-01,9.193021296523647135e-02,1.047917622171718605e-01,1.811962434363250662e-01,2.424360172612986808e-01,2.722185979938174794e-01,1.399225389957269583e-01,1.348387243115208856e-01,3.079681873534576009e-01,3.301278785316716369e-01,1.501062020308529810e-01,3.092667643150894853e-03,1.994394409170104077e-01,1.959894385945618045e-01,2.518077036817195635e-01,2.146552125094575991e-01,2.078604452977518002e-01,4.459507162103751310e-01,2.498168103860723410e-01,2.949166822847996139e-01,3.933748389347165864e-01,8.377927007459662345e-02,2.473425350683653989e-01,2.137382314754742996e-01,1.976928356589265426e-02,1.107489864238920957e-01,2.455665052238449886e-01,8.710311543357847353e-02,4.187384161729987286e-02,5.214585015365758025e-01,1.590788382450284699e-01,4.347129646317471341e-01,7.440869266049225661e-02,4.466880287104282865e-01,1.125773473013563369e-01,2.635010071575925594e-01,2.650173286671012908e-03,1.741254784814789125e-01,1.067742258369143160e-01,3.324174056954277146e-01,1.165528615310881394e-01,1.054656600497137359e-01,9.441883206620774183e-02,2.163635096099259247e-01,2.478309746392279023e-01,2.363435614635134852e-01,1.024595033061831417e-01,3.562405000379094411e-02,1.762331370612449377e-01,9.134414564593051900e-02,1.693178809384939254e-01,2.315230663129754229e-01,4.109269498759536843e-01,3.260838038265304051e-01,2.982052743712186316e-01,4.586445644348713380e-01,1.755563631998674490e-01,1.795058544822029645e-01,2.592045001800815096e-01,4.697271855579816108e-02,7.535569280654612345e-02,2.303172752145228250e-02,9.447328666048969426e-02,1.470778259928766651e-01
1.647427559204270309e-01,5.184333751768406551e-02,1.685369815835083621e-02,3.986554051195145831e-01,7.658999721496508040e-02,1.000000000000000000e+00,8.242827755772864917e-02,3.368214602320299678e-01,4.212864029717402481e-01,4.729731572970634623e-01,3.246350479839206216e-01,1.002220183175667606e-01,4.053988754516203719e-02,2.739720954166094402e-01,1.359202535500479148e-01,3.876663467380658257e-01,2.493010807588610100e-01,4.140193289285494793e-01,8.559124968231883457e-02,3.472532764826672391e-01,6.405738582198909625e-02,5.513734456396109929e-01,3.157246794633510878e-01,1.547363574219957072e-01,1.663288550343348104e-01,3.624319481505789420e-01,7.072505846079574221e-02,5.360345587271100332e-01,3.475761443456975019e-01,1.516380569465721195e-01,3.554029017442141281e-01,1.868805082092961645e-01,5.212119559228207688e-01,1.340922765801680627e-01,2.585926331050969473e-01,1.806761807673564965e-02,7.614952276371468598e-02,4.173520487370260823e-02,5.312018703348522219e-01,1.983983704697890593e-01,8.566328250357881924e-01,7.520848496282868390e-02,9.594746592649454342e-02,4.281202715603523168e-01,4.081003033685622894e-01,3.715346237629580939e-01,1.585988248961919811e-01,1.199376051925547942e-01,2.691929979153108721e-01,1.289889911632479125e-01,3.564486019989150933e-01,7.698749158557698091e-02,4.832721725093717668e-01,1.510186921804387572e-01,3.635427367885363803e-01,2.088105163988093482e-01,5.499186897057359857e-01,3.709920900898655560e-01,3.081166517337874389e-01,1.431747985875300166e-01,3.020744948170375199e-01,1.300623233146681879e-01,5.349012795027927591e-01,4.357176564156412524e-01,8.359333068002512690e-02,3.328057268393144752e-01,2.088391710668641502e-02,3.467484435115821828e-01,1.244402031750282273e-01,5.058828258601598682e-01
2.632872797800788756e-01,1.298970611065756453e-01,1.495604244365038825e-02,2.421854111352104710e-01,2.491728697063314846e-01,8.242827755772864917e-02,1.000000000000000000e+00,1.583997672697934067e-01,4.698450631866519372e-02,8.138089892968377453e-03,3.532565279465350594e-01,8.696560896400717944e-02,1.298772623717251162e-01,2.228833908196270475e-01,2.268000674976976966e-02,5.161461984114842222e-02,1.733812273143014171e-01,1.467368938528901545e-01,5.854718508054536363e-02,9.124281415836026088e-02,9.273670087362553827e-02,1.846771110288150664e-01,1.929953300241043224e-01,1.436474439875143061e-01,1.069839274187025652e-01,3.134323479076126517e-01,8.490610105883708569e-02,3.791646659556766746e-02,6.239882209448659178e-02,4.999964428017416446e-02,1.624097544383015790e-01,1.402236686386587050e-01,7.208231189082331403e-02,4.389183709703666780e-01,2.816977186240622322e-01,1.571208313726687178e-01,1.942307283730395351e-01,2.682877708207109801e-01,1.258468911455801545e-02,9.623446603435303892e-02,1.985675596931914949e-02,4.911958796626176293e-01,1.906569815108747901e-01,3.130604415401473939e-01,6.195272886422580755e-02,3.259244431956928589e-01,3.889088001435683783e-02,2.766689082977590863e-01,2.226498972887160088e-01,5.530969200026129504e-03,3.318573171624695783e-01,1.978445947039109420e-01,1.472282880066084487e-01,3.487218310144958311e-01,2.342692253361774724e-01,2.950803817736747381e-01,1.552640454256491442e-01,1.076312025429485425e-01,1.057782492929169350e-02,1.337752732523355970e-01,1.058739720653067429e-01,1.616543480216974527e-01,2.046768729553639921e-01,1.895171977003064501e-01,1.808744055829945852e-01,2.490914352748976324e-01,2.328507875199123389e-01,1.598521762287325940e-02,2.786615995093006531e-02,8.302910797716514524e-02
2.006504038436321136e-01,1.816391013730175169e-02,9.765251198584712355e-02,4.217008753263122300e-01,9.193021296523648522e-02,3.368214602320299678e-01,1.583997672697934067e-01,9.999999999999998890e-01,2.826356400341915598e-01,1.690031449139952346e-01,2.319127948254397567e-02,5.442959581575314010e-01,1.236393436708596999e-01,4.269902360799122110e-01,1.144419163551071983e-01,1.899633841494000096e-03,2.798670412195697899e-01,3.817393647896639708e-01,7.581967787675927828e-02,2.481388545002418192e-02,1.412498847530267027e-02,2.046079762395927315e-01,4.668333747680968870e-01,1.945503311075334751e-01,3.781907841060964115e-01,6.736313999186176182e-02,1.172165589656490037e-01,4.264497754289192089e-01,1.263218261261255526e-01,2.419710091083805692e-01,6.113781771778227236e-01,2.038618338052611001e-01,2.193154145502684838e-01,2.079871388479692662e-01,5.698573487545552929e-01,3.540322861378475960e-01,3.646871834520277744e-01,3.080011213327996100e-01,1.753421480907894625e-01,1.297480993926380666e-01,2.567949600159022960e-01,9.317546738998587486e-03,6.976477269410505944e-01,2.318434068525452585e-01,2.374611847096584905e-01,5.671025357229504682e-02,4.779213363864130981e-01,1.576272979195584290e-01,3.940979174126383322e-01,8.879850553430408688e-02,2.466650873340630878e-01,1.973938809406664552e-01,3.778052524372427223e-01,3.713288168538060319e-01,3.333672635763969966e-02,2.397383640472550981e-01,1.782140472045511126e-01,5.023269121760576272e-01,3.578931482101120332e-01,3.376673181674722524e-01,1.268685089681832745e-01,1.025260896489816817e-02,2.914491601808625876e-01,9.535163943138209169e-03,6.629104800967275390e-02,6.158552352699502297e-01,3.590216463526417212e-01,9.883481995245824159e-02,3.643115842421995598e-01,5.484594369919554291e-01
1.448591606924447273e-01,4.474588655203225462e-01,2.957477827910235391e-01,5.482756195360908302e-01,1.047917622171718466e-01,4.212864029717401926e-01,4.698450631866519372e-02,2.826356400341915043e-01,9.999999999999998890e-01,2.994154213034515011e-01,1.778041888862313402e-01,2.131233204889131927e-01,1.965884514996957180e-03,1.201618589026609007e-01,4.586920862419840051e-04,3.481906992432441394e-01,2.790248372447571845e-01,1.984145262957835998e-01,3.578860727266825002e-03,3.435738756222110890e-01,5.394143239397006934e-02,1.961258295177313316e-01,6.432373256661674255e-01,6.136452706505688554e-02,3.800227000813309330e-01,2.435151161338803272e-01,1.453830923548637272e-02,3.034342257286037348e-01,2.883683466006479179e-01,5.747688678102735177e-02,4.478202747905507541e-01,1.989798099192130465e-01,2.370106152416061318e-01,1.173693424563091448e-01,4.401547579831104895e-01,2.007669946351946788e-01,6.784110812237020838e-02,3.534145356494594048e-01,4.218517671839103755e-01,1.008623059556841423e-01,4.026287943752510090e-01,2.320331796837867000e-01,3.714557776844030212e-01,5.737136646085425618e-01,4.014177313790912027e-01,1.991215038235566448e-01,2.083916282563865463e-01,7.431902937112438989e-02,5.345132548963347358e-02,1.884193152157907780e-01,1.913729373799722688e-01,1.519200772631847385e-01,2.751381257039161587e-01,2.902890906573982188e-01,1.717251079345702425e-01,6.145017429565442085e-02,1.968036692734296822e-01,4.390631780325637834e-01,2.032746884708471202e-01,4.826851962452069489e-01,3.491734200124721466e-01,7.010639087265548887e-03,3.557755227358616601e-01,2.684616254062057727e-01,2.746900748186283936e-01,4.781400739581248005e-01,3.546854760875576829e-01,4.889280200152053002e-01,2.470716593095427516e-01,4.276034966830974948e-01
6.164736750697135531e-02,3.298798541574097121e-03,1.133427393785891579e-01,2.592228075335911153e-01,1.811962434363250940e-01,4.729731572970634068e-01,8.138089892968377453e-03,1.690031449139952069e-01,2.994154213034515011e-01,1.000000000000000000e+00,3.169630814020948928e-01,4.589128040272809350e-02,1.029943499922589788e-02,1.346430016513727734e-01,3.495334339049621097e-01,3.295536743772137234e-01,1.371369661063657486e-01,2.727197740171751206e-01,1.438841403994001455e-01,7.903035837331388869e-02,2.232332166062747369e-01,2.573921777765039720e-01,1.672669826350852984e-01,3.654960927816469640e-01,5.141305258113505749e-02,3.345809718890718210e-01,3.148414898230876835e-01,2.469617377851525963e-01,7.045861881935636117e-02,4.567107655826623813e-01,2.586541296227840570e-01,1.615230815920757901e-01,8.108544392564863423e-02,1.495538145819270415e-01,2.610138225852539628e-01,1.728698023966696307e-01,1.571531303591099660e-01,3.206912238892567490e-01,2.851961582979417043e-01,6.607853099149572917e-02,3.382960166840169314e-01,7.139766696037931626e-02,1.049207826876598776e-01,3.011947744093976809e-01,6.556690076936637634e-01,3.055632284139481736e-01,1.002958209580744886e-01,1.746290909661780966e-01,1.364887072929188150e-01,3.100402826737659878e-01,4.836224327464044848e-01,3.882348873941209033e-02,3.776199078397503572e-01,5.233048467131992676e-02,2.997043699001780692e-01,2.898546543372688619e-02,2.089488962389214055e-01,2.066042921155726853e-01,4.935120368213992692e-01,6.519001126598837625e-02,2.196001735445622938e-01,2.174807432087613179e-01,1.583557908747786902e-01,1.035855221348722377e-01,4.465681823410870832e-01,1.432519887455470653e-01,8.270762068292776548e-02,6.953307904965140562e-02,1.006687416148449865e-01,4.213184957017401255e-01
