0.000000000000000000e+00	4.558064742657594870e-01	1.983092741884374677e-01	-7.944936792514612628e-03	2.125073794463256394e-01	-1.203819069504734746e-01	1.710365313410392718e-01	9.125567942491610851e-02	-1.101362417224389101e-01	-1.327124680237465881e-01	-1.122031016125272784e-01	1.722684009159608787e-01	-7.010732100323961713e-02	-1.319920694838924713e-02	6.504769009999730733e-02	5.405065802393819313e-02	-2.588925413892604888e-01	2.595350732892726664e-01	2.177723901033701837e-01	-3.794576343940572055e-02	1.106687293682794559e-01
4.558064742657594870e-01	0.000000000000000000e+00	-2.777489209308310336e-01	1.838772307782223780e-01	-2.669235307188942002e-02	1.414150851636797324e-01	-1.156182860067158508e-01	1.580180256500212099e-01	7.879906473561198998e-02	8.658922252932260699e-02	5.570152624951632547e-02	1.275466761007913452e-01	6.200382832625962459e-01	-4.605892877597923818e-02	-1.886723835734870625e-01	-4.952207671120571753e-02	2.011836376338515045e-02	-1.358641413858041602e-01	9.116501629750214594e-03	1.200591844256110839e-02	1.126138479246846513e-02
1.983092741884373289e-01	-2.777489209308308116e-01	0.000000000000000000e+00	-1.196086876875653016e-01	1.676746610276883820e-01	-6.713138207139152103e-02	7.889790042473065687e-03	1.063126110288855897e-01	-1.225482836957843269e-01	1.746971841732103958e-01	5.210116902914423836e-02	1.711309836387401584e-01	-1.591870232935141405e-01	2.722730403146431111e-01	1.547748004330773419e-01	-1.598570081885693772e-01	-3.253436914170605015e-02	4.692577061315176407e-02	-5.579560374380874987e-02	1.344681238969367698e-01	1.269600086245965820e-01
-7.944936792514742732e-03	1.838772307782225446e-01	-1.196086876875652044e-01	0.000000000000000000e+00	1.970025688434432487e-01	8.936795947328608769e-02	7.910528798300206499e-02	4.372501741923670582e-02	-1.009655134684749175e-03	-2.721039902808789976e-02	7.588172977038408484e-02	-1.934575992902349550e-01	-5.519605433727125393e-02	1.385295099189342849e-01	6.149422832067873435e-01	2.988092775465714390e-02	-9.005797368795855073e-02	1.928683096855657864e-01	1.170878711907339352e-02	1.384543450074867954e-01	-7.797092830867805024e-02
2.125073794463256394e-01	-2.669235307188937492e-02	1.676746610276883542e-01	1.970025688434432487e-01	0.000000000000000000e+00	1.339079285779979089e-01	-7.306631840719865316e-03	1.033241247206792002e-01	1.884234736510843888e-01	1.277754695672591867e-01	5.040701575524470651e-02	-6.680935092513842766e-02	-5.857975252652277212e-03	-6.787093816875465480e-02	-8.305784741964930551e-02	3.874493091341755235e-01	-8.533464907140284050e-03	-2.858934725282533118e-01	-8.061070092092460782e-02	-1.281770023508145562e-01	3.330436811833267091e-02
-1.203819069504735023e-01	1.414150851636797046e-01	-6.713138207139149327e-02	8.936795947328612932e-02	1.339079285779979644e-01	0.000000000000000000e+00	-2.389609231118507843e-02	-9.314403033279662625e-02	2.755124066789361309e-02	9.792430814470853839e-02	2.432775779906764801e-01	-4.990644492976473168e-02	-2.106781047938255727e-02	1.315641645210296196e-01	5.746615911192447246e-02	-8.421700411911668682e-02	4.135610839451309140e-01	1.512782264284218414e-01	-1.337053635286504227e-01	8.709464399473980378e-02	1.450059060853862991e-01
1.710365313410392163e-01	-1.156182860067158508e-01	7.889790042473183648e-03	7.910528798300212050e-02	-7.306631840720002359e-03	-2.389609231118498475e-02	0.000000000000000000e+00	1.761743145669601440e-01	-6.837874398897854367e-02	2.641782760939193064e-02	2.028946619274924479e-01	-2.891590848375724318e-02	-5.473523573875020004e-02	-1.785291549467261929e-01	-1.113453302782671517e-01	-1.578318407163332437e-01	3.474488515885477691e-01	5.152221876860877542e-02	-8.663890716220200294e-02	1.806685868329602485e-01	3.554014226678496591e-02
9.125567942491626117e-02	1.580180256500211822e-01	1.063126110288855619e-01	4.372501741923678215e-02	1.033241247206793112e-01	-9.314403033279659849e-02	1.761743145669600885e-01	0.000000000000000000e+00	-4.819211918328800137e-02	3.424881340817209630e-02	-2.302379186891714488e-02	-6.010144914603951505e-02	-6.462005198288009976e-03	2.397531847581465814e-01	1.865473187764967178e-01	8.903414943778052704e-02	6.946820547875669216e-02	-3.352691498026433292e-02	-1.032714508845879002e-02	6.109783599058283415e-02	-2.312564776832494451e-01
-1.101362417224389101e-01	7.879906473561219815e-02	-1.225482836957842991e-01	-1.009655134684937609e-03	1.884234736510844166e-01	2.755124066789363044e-02	-6.837874398897850203e-02	-4.819211918328803607e-02	0.000000000000000000e+00	4.075754444759283612e-01	-2.202782458730124029e-02	3.674331009913034962e-01	-2.710503297590020622e-01	-4.680782527740112720e-02	-2.219177164980406722e-02	-4.253664996357030270e-02	-1.872503896828296432e-01	5.621365001838097425e-02	5.524841275721155132e-01	-8.231982008418800567e-02	-3.313331989011514267e-02
-1.327124680237466436e-01	8.658922252932257924e-02	1.746971841732104791e-01	-2.721039902808780608e-02	1.277754695672592422e-01	9.792430814470849676e-02	2.641782760939197922e-02	3.424881340817210323e-02	4.075754444759283057e-01	0.000000000000000000e+00	2.845457364784416887e-04	-2.893502198094886624e-01	1.524328383198146064e-01	6.490897799930280682e-03	7.292294310488990627e-02	-1.008571733637225881e-01	1.301380989121251053e-01	1.328807149742045890e-01	-1.304912361004171573e-01	2.385540301672881558e-01	-2.935000021680245902e-02
-1.122031016125271674e-01	5.570152624951629772e-02	5.210116902914418979e-02	7.588172977038426525e-02	5.040701575524466488e-02	2.432775779906764801e-01	2.028946619274925589e-01	-2.302379186891719345e-02	-2.202782458730126111e-02	2.845457364785337374e-04	0.000000000000000000e+00	1.428208723006013370e-01	-8.387620404518540684e-02	-8.388678342080245487e-02	-7.845700974223482338e-02	1.980718233698233466e-01	-2.236159756530069209e-01	-3.413993633028023379e-03	3.803258032199357402e-02	-4.340575170850059783e-02	1.516311147010589722e-01
1.722684009159606289e-01	1.275466761007914562e-01	1.711309836387402139e-01	-1.934575992902349273e-01	-6.680935092513848317e-02	-4.990644492976471780e-02	-2.891590848375716685e-02	-6.010144914603960525e-02	3.674331009913036072e-01	-2.893502198094887734e-01	1.428208723006011982e-01	0.000000000000000000e+00	2.735220971384435540e-01	1.910924352497468115e-01	1.711017403797237824e-01	-2.179767097889652103e-02	2.813187235002987396e-01	8.348370471681283711e-02	-6.234932774863705812e-02	1.084113111820977360e-01	-2.327135683521081716e-02
-7.010732100323947835e-02	6.200382832625963569e-01	-1.591870232935139462e-01	-5.519605433727114985e-02	-5.857975252652333591e-03	-2.106781047938259543e-02	-5.473523573875026249e-02	-6.462005198287977016e-03	-2.710503297590018956e-01	1.524328383198146342e-01	-8.387620404518537909e-02	2.735220971384435540e-01	0.000000000000000000e+00	-1.047592059748421317e-01	1.414303879955578214e-01	-8.279184672705956760e-02	-4.489639743395524435e-02	6.229927512737447326e-02	-1.849971589901105301e-02	4.325188100579619582e-02	1.712865503590612348e-01
-1.319920694838925060e-02	-4.605892877597922430e-02	2.722730403146430556e-01	1.385295099189343404e-01	-6.787093816875479357e-02	1.315641645210295918e-01	-1.785291549467259709e-01	2.397531847581465814e-01	-4.680782527740106475e-02	6.490897799930343999e-03	-8.388678342080239936e-02	1.910924352497468670e-01	-1.047592059748420068e-01	0.000000000000000000e+00	-3.334869073182535892e-01	3.601061031394164336e-01	-1.026855261831899069e-01	-5.466726368620771631e-02	1.771636108868442361e-01	-2.682767435855002991e-01	7.244126797026899378e-02
6.504769009999730733e-02	-1.886723835734872845e-01	1.547748004330773142e-01	6.149422832067872324e-01	-8.305784741964926388e-02	5.746615911192445858e-02	-1.113453302782669574e-01	1.865473187764967178e-01	-2.219177164980412273e-02	7.292294310488997566e-02	-7.845700974223451807e-02	1.711017403797235881e-01	1.414303879955582932e-01	-3.334869073182534227e-01	0.000000000000000000e+00	3.241331086012823604e-01	1.062407751615167817e-01	-1.475693274830917889e-01	1.306247308501887749e-01	-3.612895134270549535e-01	1.199978971168884356e-02
5.405065802393825558e-02	-4.952207671120560650e-02	-1.598570081885693217e-01	2.988092775465676226e-02	3.874493091341756346e-01	-8.421700411911658968e-02	-1.578318407163335491e-01	8.903414943778079071e-02	-4.253664996357039291e-02	-1.008571733637226853e-01	1.980718233698232078e-01	-2.179767097889667368e-02	-8.279184672705990067e-02	3.601061031394161560e-01	3.241331086012824159e-01	0.000000000000000000e+00	2.365296162630598498e-01	2.531387403500356958e-01	-1.706001243025317138e-01	3.127994261664553965e-01	2.493295724617763109e-01
