-10.977095,-9.783871000000001,-5.129683999999999,1.622554,9.498818,17.014565,20.672159,16.472376,4.427008,-9.036334,-15.137992,-10.50164,-0.5493359999999999,5.693574,4.241268,-0.8951969999999999,-3.1447599999999998,-0.543237,3.3023589999999996,4.479143,3.217438,2.57451,4.116096,6.483645,7.885603,8.073527,6.881374,2.345043,-7.249074,-18.927982999999998,-24.789389,-18.687664,-3.505523,9.903292,12.418429,5.0738080000000005,-2.99552,-4.686495,-1.753284,-1.1418469999999998,-5.920885,-11.660132,-11.987267999999998,-6.122244,0.560738,3.099773,2.5126939999999998,4.013047,10.428562,18.59703,22.553686,19.584638,12.562672000000001,6.5439419999999995,3.6273150000000003,1.319222,-4.298318,-13.942032999999999,-23.546276000000002,-27.345266,-22.951754,-13.673465,-5.5256300000000005,-1.5159040000000001,0.959405,6.423082,14.980753,20.751688,17.921395,8.340978999999999,1.508574,5.370302,17.116773000000002,24.51315,17.525551,-1.482106,-19.744113,-26.190356,-20.991708,-13.262592999999999,-10.673717,-12.616216,-13.189510999999998,-8.969838000000001,-2.368983,2.091163,3.001169,2.702075,3.663562,5.636057,6.584227,5.4273370000000005,3.119968,1.463783,1.6655099999999998,3.9462349999999997,7.519033,10.311057,9.428616,3.311293,-5.924879,-12.924699,-12.95964,-5.908991,3.670204,10.528723,12.701751,11.712794,9.587216999999999,6.529078,1.738634,-4.166014,-8.484043,-8.633646,-4.881526,-0.546331,0.7589060000000001,-1.724592,-5.296399,-6.24974,-3.140244,1.9729889999999999,5.232126,3.964178,-1.607534,-8.971297,-15.09319,-17.609154,-15.146215,-7.796025,1.9870599999999998,9.588913,10.904059,5.925659,-0.571245,-3.000602,-0.20539200000000002,3.641572,3.853139,0.61388,-1.2351379999999998,2.138462,9.073749000000001,14.409204999999998,15.421714999999999,14.389501999999998,14.759382,16.020336999999998,14.05979,6.750825,-2.354316,-7.2317979999999995,-5.932475,-2.681314,-3.1604099999999997,-8.729316,-16.027935,-21.315336,-23.519753,-22.932945999999998,-18.993333,-11.39514,-2.9296729999999997,1.279315,-0.957442,-5.298328,-4.588588,3.266161,12.533283,15.954748,13.040986,10.312424,12.947973,17.943044,17.337032999999998,7.890567,-4.36153,-10.197379,-6.821816
1.000000000000000000e+00,4.301801912967531671e-01,1.180886648221141089e-01,2.501071259812853026e-02,3.710540805874953385e-01,3.223164873066953207e-01,5.401497820339897782e-01,3.727350272122184061e-01,2.268328162813129101e-01,1.362304399328274351e-01,8.800056311127744946e-02,4.251581748337491251e-01,3.425441834471104618e-01,4.612823663298238341e-01,2.798241497975786918e-01,5.659724457252536534e-02,3.163831173056268486e-01,2.849161978701865716e-01,2.720449029946707675e-01,6.753982688756722530e-02,1.519008550565906779e-01,2.937647159450993417e-01,2.498335494238226873e-02,2.629840340358867712e-01,4.675823461083220001e-02,5.130957272329493557e-02,4.787856419192082491e-02,2.472043233993464206e-01,1.142327995098221388e-01,2.131919398768287177e-01,2.131414584885094402e-02,2.031428488509494021e-02,8.782171592466893328e-02,3.280793008039185610e-01,8.581376469904183901e-02,1.848425673616937992e-01,5.010839048879956598e-02,6.088128076271832195e-02,1.000229534030515621e-01,1.878136701851764179e-01,1.998178234738851033e-02,3.966174085964464524e-01,1.464276196608542135e-01,3.035494777616149290e-02,2.008443379395417061e-01,4.298591960543382551e-02,7.449600375512582806e-02,2.387681777219039514e-01,1.472601591039545688e-01,7.870261995307141489e-02,1.539418267995953105e-01,6.171198435598555798e-02,2.600784610802903685e-01,1.094320080886473506e-01,3.216528274498957618e-01,1.092011136271479610e-01,1.257890511250683574e-01,1.854423041032729202e-01,3.705915820563198126e-01,1.193496839972663925e-01,1.597264690820091315e-01,2.196820702338809772e-01,1.421999164793406045e-01,2.274051939066600858e-01,2.469982581251802256e-01,9.729393535215034861e-02,1.330602236955445439e-01,2.337464541729922241e-01,4.061306161374159812e-02,1.033245492540804805e-01,1.120637039550764907e-01,1.020110997277869913e-01,1.764498090814648479e-01,4.723697466353074005e-03,1.257402988027052082e-01,3.935545933528137447e-02,1.721028365712103103e-01,5.946383657937175105e-02,1.647396629754047936e-01,1.408951054554693355e-02,7.086449984360793097e-02,6.509297708954030204e-02,2.316597250994714141e-01
4.301801912967531671e-01,1.000000000000000000e+00,6.248612041728593414e-02,2.809574969320141613e-01,5.418788542621434390e-01,4.525553987011372015e-01,3.448962362536195925e-01,5.728639516069872206e-02,3.175055244712866598e-01,6.590189437892111923e-02,3.273644463967797513e-01,8.820493995768967366e-02,3.652432721777807388e-03,8.132381809773017722e-02,2.388285174704273817e-01,8.873073629948281804e-02,4.136815968737715399e-01,7.085028993169954770e-02,2.121668721008947711e-01,2.271873127767693457e-01,1.942701237353768595e-01,1.171930247848856077e-01,2.995179771559328130e-02,1.142819225925295439e-02,3.558218213322393297e-01,1.897675705506844945e-01,1.194441483322707664e-01,1.446134995200036855e-01,1.530504486748688053e-01,2.934351905949546535e-01,6.747734919731936121e-02,5.611793466083913468e-02,7.341718270204689034e-02,1.082253022213634924e-01,2.904679671304070676e-01,1.755265100101372489e-01,3.431866710426733497e-02,1.232924453718280827e-01,1.195446778201893073e-01,2.314687853847882948e-01,7.272179520379555562e-02,2.141994787642390874e-01,5.097248780651723044e-01,2.342541565912569304e-02,3.385785541240544649e-01,4.686772240378761500e-01,4.211060814727387580e-01,2.584900201755566118e-01,1.659478126336355330e-01,8.568953934985135135e-02,1.223557636353040656e-01,3.464664885616504653e-01,3.134006244245890471e-01,9.143589472644425564e-02,8.675673290135080262e-02,2.262145596014092375e-01,1.164833189972064309e-01,4.773546451863588946e-01,1.091188742455553445e-01,2.035738731579697369e-01,3.953116251095006306e-01,2.308839986783858544e-01,2.652786658850911708e-02,1.802828333370797009e-01,3.994245774210736233e-02,1.904438077587030168e-02,4.932167774941212390e-02,7.629477925767579743e-03,5.327557026865803545e-04,2.340926354408605914e-01,3.179886131696956220e-01,1.544127900468561243e-01,2.505476097236704058e-01,7.367384587677139329e-02,2.107359952642295087e-01,1.742050069873500029e-01,1.574777178900730323e-01,1.923646829407830161e-01,4.760908004719345554e-02,4.393185870429993506e-02,8.937494833681228906e-03,7.014210003343532285e-02,2.471565773292723478e-01
1.180886648221141227e-01,6.248612041728593414e-02,9.999999999999997780e-01,5.008590517542180764e-01,6.045096454275825093e-02,2.498130853135593910e-02,4.622647960546911183e-01,4.702638336931903029e-01,4.626653806114084944e-01,3.398678936326068323e-01,2.257769443832990386e-01,2.509801858322788792e-01,2.760832652931580200e-02,1.020943576029796074e-01,2.721849968716835155e-01,3.349150729050148212e-01,1.923291374609874260e-01,1.235229015416619835e-01,4.639409213448317248e-01,5.377609386551308185e-02,5.590847349727087190e-01,4.269532247067041042e-01,1.216924899968757356e-01,3.212453411111056423e-01,3.951828871733176901e-02,1.205519962981119603e-01,5.826107218207283306e-02,1.151843240455003128e-04,1.076439982735088730e-01,2.438616017766632449e-01,6.158270388567037984e-02,3.360177271572588609e-01,3.184209536567267906e-01,3.741176320590885312e-02,7.645810249754239618e-02,2.377221363745566640e-01,3.705997354297375923e-02,8.618716491785508374e-03,1.218786333122453686e-01,2.260613688206680183e-01,1.703713770314018439e-01,4.963825330516970918e-02,1.669791428446754655e-01,4.672166467913598242e-01,9.363465099084809784e-02,5.731701161716746401e-02,8.475976061225617975e-02,2.816907525846688576e-01,3.884911951971795618e-01,1.682710674534926565e-01,2.676425446764492677e-01,1.610710521144948504e-01,2.384040717969946876e-01,3.458474918686714472e-02,1.496753681354713317e-01,1.367775018672644782e-01,2.308990271664730087e-01,2.210461983691513199e-01,1.388357889725696237e-01,4.403137285233485465e-01,2.724821769152013448e-02,4.929688627804930112e-01,3.344075709567522203e-01,5.943436964408591733e-02,3.203290692824892205e-01,1.008124343662525207e-01,2.884281234395675783e-02,3.281259436578191219e-02,9.580345703048590358e-03,2.081598785549123032e-01,1.084613615239138074e-01,8.376955721771020547e-02,2.384554993133869982e-01,2.251077963055486408e-01,2.129792722896033108e-01,8.326323770153931658e-02,1.371465062556748993e-01,1.361216627207820495e-01,1.223970935122255105e-01,3.254498440847934659e-02,5.764417022033709037e-02,2.307527040889624792e-01,6.577381193852450958e-02
2.501071259812852679e-02,2.809574969320141613e-01,5.008590517542180764e-01,9.999999999999998890e-01,3.924137895287915234e-01,2.897759752049441362e-01,7.241227511889043560e-03,4.367188929222288185e-01,1.381169926396617065e-01,3.156537384594415019e-01,2.350178008097380394e-02,4.790368623472187615e-01,1.896236397030121867e-01,7.617706481232787430e-02,9.198705224040715223e-02,1.892377836345780218e-01,3.659468611859904574e-01,8.692953791675559969e-03,1.403859653013216080e-02,3.057990033840937705e-01,3.413651178884809512e-01,3.041890700293968797e-01,3.485760490164730580e-02,1.981068427387184527e-01,3.064703580493628454e-01,2.625692838205971880e-01,8.975720525525472671e-02,5.209331808352851700e-02,5.657072887515778026e-02,1.780320995622879099e-01,5.822480324583668293e-02,7.366228571837533934e-02,1.462539960541447137e-01,1.251504991888236495e-01,4.660200818523480004e-02,9.592434003250341346e-02,5.553907277989127145e-02,2.291782961327172227e-02,3.888314280670686074e-01,2.083517879832478270e-01,8.033438746367044941e-03,7.295771542385319497e-02,2.077076469105558487e-01,3.882140819192365644e-01,6.692398481759240791e-01,3.726664064037900070e-01,4.849502495433420934e-01,4.905191523903470324e-02,4.078962334926437561e-01,2.418081766241461997e-02,3.106251494714676320e-01,6.998340770361458074e-02,3.795822082983772994e-01,7.881243417842266619e-02,1.003824509296903783e-01,3.756766345171801413e-01,3.707676504926766658e-03,5.575315951378201351e-01,5.130674939813165136e-02,2.712498664173086382e-01,4.096383348603792052e-01,1.290833195257791166e-01,2.604055289496156611e-01,7.932639445430453295e-02,9.520025868546282133e-02,1.086200762599327102e-01,2.407212961666427009e-01,1.178640211416581707e-01,9.972617969588118154e-04,6.095677215091548778e-02,2.154736228797038688e-01,2.567319014382128672e-02,1.144400017057177338e-01,6.705439642497028341e-02,3.027276905271504837e-01,2.831682187082534830e-02,6.654477229185150333e-02,2.491017811950147626e-02,1.559646167090501974e-02,6.746674011016344508e-02,2.693630775347380935e-01,1.792662945335020686e-01,1.710607068338429460e-01
3.710540805874953385e-01,5.418788542621434390e-01,6.045096454275825787e-02,3.924137895287914679e-01,1.000000000000000000e+00,8.228929977556026509e-01,4.143439567365009291e-01,3.945705007673653841e-01,3.358275305024656099e-01,6.370508873099713087e-02,1.540978451685503237e-01,1.789146463444084290e-01,3.434530172749648003e-01,1.716270170682548946e-01,4.081586557615817235e-01,1.116799233159024990e-01,3.365654235921761162e-01,3.873363920946352734e-01,2.826299534509620348e-01,3.088444382792471798e-01,1.440769696141429648e-02,1.447882986988496268e-01,3.619846946917252284e-01,3.906075468530270656e-01,6.096534371422615006e-01,2.408497022747656813e-01,1.232641661005927092e-01,2.936562164772631989e-01,2.962157313010612206e-02,1.408988255176048809e-01,1.401798113910221188e-01,2.844204348906956628e-02,3.240649347038026401e-02,3.763157111956521028e-01,3.183028874646801065e-01,2.277896629994548006e-01,1.134765921402389605e-01,1.454835094269950058e-01,7.839547551674272419e-02,3.103387704582300510e-01,9.059893002065322332e-02,3.812970709725513330e-01,2.933179768196569337e-01,2.746325576852106515e-02,3.367872208183418370e-01,4.082499502149474768e-01,3.553508198063765611e-01,2.343280118255257893e-01,6.079244747998928389e-02,1.696120617610263892e-01,1.134049426789039278e-01,2.166081382710809411e-01,2.785772031558578915e-02,2.131488541467330133e-01,2.836660023113539431e-02,3.570124432030882256e-01,2.034914034367192870e-01,4.210316424611485475e-01,3.948384179731035948e-01,8.683333276599453088e-02,4.010112734460646311e-01,2.260310448424707463e-01,7.015160468703360297e-02,2.360820465649742794e-01,4.237172594235285028e-01,3.670278050768733258e-01,2.372233137421811133e-01,1.613604981722292775e-01,1.417640272374394717e-01,7.336735892892055910e-03,2.640896234284179078e-02,6.213927232507967385e-02,2.031975351450848455e-01,1.009630848030670658e-01,2.685852334539559627e-01,2.371082480712236318e-01,2.701217117952132707e-01,1.962127024294849365e-01,4.061090579336518874e-02,3.741259085587903682e-02,1.191295476729361258e-01,2.635067273789300918e-02,2.599125192191475420e-01
3.223164873066953207e-01,4.525553987011371460e-01,2.498130853135594256e-02,2.897759752049441917e-01,8.228929977556025399e-01,1.000000000000000000e+00,2.278942210642492805e-01,4.593962499089307983e-01,2.551898824715895797e-01,1.715501756537114453e-01,2.248206747889855764e-02,2.647624974847405666e-01,4.447599852599153913e-01,2.870104286038773211e-01,4.842117289097231381e-01,1.134692668506381702e-01,4.808298488483244704e-01,1.963426372474356418e-01,3.078844051927657199e-01,3.898816653354100770e-01,6.348438151125077164e-04,2.308939769475882864e-01,1.960353381932826433e-01,3.967494618892046243e-01,4.437510851143751656e-01,3.235129762874592307e-01,1.274057656434441355e-01,2.811214023552701113e-01,9.667025459667327736e-03,2.010677204981329846e-01,3.814259700084317029e-01,2.727643389271977581e-01,1.131054686198701975e-01,4.584390521385823813e-01,1.459475444454506055e-01,1.239011492472771175e-01,4.910068076039213886e-02,1.774831990461856954e-02,4.330890437889189926e-02,4.405612421875407247e-01,7.170723985818526491e-02,3.528676296061735718e-01,1.846604746660384169e-02,1.043718213762894198e-01,2.642541473353344772e-01,2.083747448549985171e-01,2.394917089766867846e-01,5.177123031683615595e-02,1.062351558193414675e-01,2.728494306934736713e-01,1.261140862394639628e-01,4.471088141209716288e-02,1.639537822412504009e-01,2.872217237718612259e-01,5.444845718978771898e-02,4.129106329289535804e-01,1.189714629034109156e-01,5.019036106213907722e-01,2.590830647027875244e-01,3.368217554114609213e-01,4.448195922416381953e-01,1.924985373374610009e-01,1.693263150745742684e-01,2.505304257957444852e-02,3.715968539551395278e-01,1.963990534748915329e-01,3.571032767802341801e-01,6.308431620021524855e-02,2.363780018536114635e-01,1.405130929546651586e-01,8.370865434858866527e-02,7.185597870093844708e-02,1.359878113876221706e-01,1.761185508735214345e-01,5.021791521117662249e-01,5.983690218276998402e-02,1.287032504546977707e-01,1.798519222708365103e-02,4.719531303853907733e-02,6.051255026589229258e-04,2.904155895869285353e-01,7.851994699608710881e-02,1.284728785572549214e-01
5.401497820339896672e-01,3.448962362536195925e-01,4.622647960546911183e-01,7.241227511889044427e-03,4.143439567365008735e-01,2.278942210642492805e-01,1.000000000000000000e+00,4.664028900000613542e-01,6.421451606473068674e-01,4.756142158675754072e-01,2.536800225195580683e-01,2.732728155950624460e-01,1.836338637937542650e-01,1.133955697929913131e-01,3.314947200008449002e-01,5.505647419502773809e-01,1.059678996367680731e-01,3.772282617610803745e-01,5.132605271479189213e-01,9.620203440432532893e-02,3.949286945693883943e-01,2.560027194595388411e-01,1.516151164769575233e-01,3.399845130087359446e-01,3.648431877173446414e-01,1.223219434273089407e-02,1.452178666515250294e-01,8.775832911068581765e-02,3.881219796766993690e-02,1.311671589653089498e-01,7.113378742724264792e-02,4.785774403227096019e-01,4.161886174339615718e-01,1.338849367407890859e-02,1.824360334666220440e-01,2.147561378096035367e-01,2.717055381487894564e-02,4.097726079980790886e-02,1.640509377811526504e-01,3.622729151997549635e-01,3.300675583346358022e-01,2.205057885893436931e-01,3.166133598948768779e-01,1.643886039184441761e-01,3.594208788050954895e-01,5.896805403637698367e-02,1.676582560783220488e-01,6.771930451946799323e-01,2.017172973586413287e-02,1.656382141400049579e-01,3.511381597310280767e-01,3.082353372523866653e-01,2.108584894556691514e-01,7.582519124299946789e-02,4.156858718830183652e-02,1.468495626051952441e-01,4.366270094822383152e-01,8.523917886630721918e-02,3.983779232131925974e-01,2.928407609614426810e-01,1.900776672758180408e-01,4.864427591730435263e-01,9.142924714339167869e-02,2.967912691028117278e-01,3.875906153692255107e-01,1.108170806024637439e-01,5.828461151438624720e-03,5.290932104996484003e-02,8.448653176933278164e-02,2.052276560213981138e-01,1.303874684854660626e-01,1.325846939038858585e-01,5.631215028173479631e-01,2.707826345215246788e-01,2.615096459724670086e-01,1.549333898996982928e-01,1.091516581813212344e-01,1.084385302462834294e-01,4.098370040345879900e-02,7.161508426134123584e-02,1.712313852336589670e-01,3.236463030479082015e-01,5.357770321529593816e-02
3.727350272122184061e-01,5.728639516069872206e-02,4.702638336931903029e-01,4.367188929222288185e-01,3.945705007673654952e-01,4.593962499089307983e-01,4.664028900000613542e-01,9.999999999999998890e-01,3.334093117530224637e-01,3.040568871643434257e-01,2.390885331884945453e-02,6.656281167845112812e-01,6.532806805211048840e-01,4.847587320367539032e-01,3.273300473537312238e-01,2.836622883265926265e-01,6.005025502516563723e-02,3.067430122269586001e-01,3.994531396199470508e-01,6.702009589936895606e-02,3.349826851873035083e-01,5.507674846858640061e-01,2.719982109078086241e-01,7.058080547703471375e-01,1.266960778518250452e-01,1.229554109535839490e-01,2.093376130999950561e-03,1.489417079576764724e-01,1.969852952426543249e-02,2.963190620356983551e-01,2.220929681274811662e-01,9.115188728299918400e-03,8.605505480086075853e-02,4.008967885419260635e-01,3.218975365938103184e-01,3.192640804566782009e-01,1.500603940457161389e-01,1.509299611859144519e-01,2.530356759810184486e-01,1.440933667993510026e-01,4.157833307776067494e-02,3.652227282210411818e-01,1.293142417801232957e-01,1.504543319726920902e-01,2.228976508886665875e-01,2.484901190492375123e-01,3.169067792890267743e-01,9.675354274159736478e-02,4.349772546083147673e-01,3.001298792433118034e-01,3.780177298184100865e-01,1.471187622640110666e-02,5.871631552916414254e-01,4.252138836771438557e-01,2.798758092446935186e-01,4.908611038194998777e-02,1.433505900170881087e-01,1.212423581786384597e-01,5.142885070746117115e-01,6.597909135699776828e-02,5.937084005298289002e-02,4.018176378619976452e-01,4.542482698201894542e-01,2.206330541378459520e-01,6.640542000185435390e-01,3.188233432781896748e-01,3.048174627569247980e-02,2.482812247896297800e-02,7.852221709191377352e-02,1.842048084649023088e-01,7.785154094795050661e-02,1.324283825385276225e-01,3.511731508167664773e-02,4.588047678882627850e-02,1.275458389578805196e-01,1.683538439479797810e-01,1.210613115491706998e-01,4.806826097368718104e-02,1.356660258082378612e-01,1.894481264001518506e-01,5.913061274929212741e-02,2.943031033273700858e-01,7.308361280862342435e-02
2.268328162813129378e-01,3.175055244712867153e-01,4.626653806114084944e-01,1.381169926396617342e-01,3.358275305024656099e-01,2.551898824715895797e-01,6.421451606473068674e-01,3.334093117530224637e-01,1.000000000000000000e+00,2.462381324517795844e-01,4.114853985748637144e-01,9.176819372428303423e-02,3.152247032655779851e-02,3.595503555697932702e-02,3.979934662068271289e-01,3.462552400832825117e-01,2.031685925922067839e-03,2.323061051852270686e-01,6.478799052495541888e-01,1.890570342957078875e-01,4.029995596130782620e-01,2.166626070102629920e-01,1.499127759164216589e-01,2.481049275002298049e-01,2.280253106350344505e-01,2.068959099489894177e-02,1.073031655541267088e-01,7.024582340212974507e-02,2.010067412100055018e-01,3.774581911321967520e-01,9.433483453131588647e-02,3.229526018274495036e-01,3.745179001185915402e-01,7.031998814627075933e-02,7.187407014450325482e-02,1.413087693617900709e-01,8.761139087057905062e-02,2.446152726744626332e-02,4.736937302683454365e-01,2.761832772627514365e-01,1.374025951712752325e-01,3.064445853100480552e-02,2.161290966056572116e-01,1.483091420329805954e-01,5.039731405590874846e-01,1.172043842487760640e-01,2.923633056727095725e-01,3.632786875854971398e-01,7.586186131338987226e-02,4.396646215946461433e-01,3.172988735618977735e-02,3.545709537654492260e-01,6.378340615928225661e-03,8.442638527038204277e-02,1.179826284469346481e-01,3.404863002271560357e-01,2.865419914718881356e-01,8.685775502092245304e-02,9.820751260195678678e-02,3.287618685051624801e-01,3.734381008640944022e-01,5.137874746016423133e-01,2.068061707349812817e-01,1.092779984558083506e-01,3.079414165178319673e-01,8.679620006747049143e-02,8.153564641443063199e-02,6.880854806497063714e-02,9.275023449122503372e-02,3.682624942014017244e-01,1.528541610401814091e-02,1.038746161902607962e-01,4.035882162825893404e-01,3.168603902224444435e-01,1.445185536977497132e-01,5.763962362080750877e-03,2.800474679238508513e-02,1.841425187948783626e-02,5.215581921862987025e-02,6.708947783260166275e-02,1.756429463126226165e-01,1.311940820633609450e-01,6.469623475978497802e-03
1.362304399328274351e-01,6.590189437892111923e-02,3.398678936326068323e-01,3.156537384594415019e-01,6.370508873099713087e-02,1.715501756537114730e-01,4.756142158675754628e-01,3.040568871643434812e-01,2.462381324517795844e-01,1.000000000000000000e+00,4.647869029933212603e-01,2.593327330642694606e-01,1.957400025006710009e-01,5.191977869951289876e-02,8.318781932474259011e-02,8.940306729127280860e-01,6.802703504522972233e-01,3.509075897382574749e-01,2.354996396635788969e-01,2.849325190063922708e-01,4.072091898306484659e-02,7.050018157082672821e-02,1.048612519533777404e-01,1.405240967892373571e-01,1.192020717075182451e-01,2.287686895390910746e-01,6.849594149706283996e-02,4.284214426774246576e-02,2.340803231872617129e-01,5.625617995625084578e-02,1.901490843815711318e-01,6.507316973629234669e-01,4.367133447428310222e-01,2.718914636570698429e-01,3.622798826838103947e-01,2.335671755710570785e-01,4.733014071976518466e-02,7.475316783638440155e-02,4.338137345446498039e-02,3.487911142537940268e-02,3.158223838673440143e-01,2.395963649139985496e-01,1.252524433002706605e-01,4.477339857611246920e-02,1.092056065948809884e-01,2.571265206210477522e-02,5.976657109411891849e-02,5.674293011109596829e-01,2.256842382394198265e-01,2.323794043313239244e-01,8.569176495821680950e-01,4.098932340175648337e-01,2.246251317956649007e-01,1.416273913802773010e-01,1.777947112235097604e-01,2.502014336362798907e-01,7.967137766986498448e-01,5.717757796449085550e-01,2.306364967746351580e-01,4.675747143456013277e-01,3.406589980315669619e-01,4.640468545614292312e-02,1.526269508674095721e-01,2.975109636144459557e-01,1.665809227360304512e-01,2.093743522642249333e-01,1.401460304589957628e-01,9.477323305979715173e-02,8.768393403941321385e-02,1.017724960550422664e-01,2.011649744119195504e-02,9.885582038840527719e-02,5.393467418943040936e-01,4.308805753434850061e-01,6.347692031003994151e-01,4.420661720820431850e-01,1.124327027076197499e-01,3.567955110689767506e-02,1.649206227696561056e-01,3.539985478758652521e-02,1.718161858050466784e-02,3.495498458035266043e-01,2.087455266123086350e-01
