-10.926463,-5.087473,1.194712,0.278555,-8.466752,-17.693884,-19.696267000000002,-13.881054,-5.77575,0.515339,6.806703999999999,16.778923000000002,28.677854999999997,34.425868,27.37258,10.42942,-4.870068,-8.264292,0.116307,10.328598,11.928587,2.8379830000000004,-9.972358,-17.315529,-15.145249,-6.535774,1.8555599999999999,4.804537,1.2907950000000001,-5.893554,-12.508267,-15.549035,-14.848670000000002,-12.653058999999999,-11.340411999999999,-11.037631,-9.397116,-4.0369720000000004,4.61527,13.10323,17.8214,18.051476,15.876641000000001,13.221696,9.767607,4.557275,-0.660888,-1.251049,5.60232,15.956501000000001,20.497213000000002,12.697546,-3.9541120000000003,-17.913419,-19.950083,-11.771005,-3.813285,-4.3517529999999995,-11.40975,-15.874308,-11.926594999999999,-3.124899,2.1704630000000003,0.239202,-4.4732400000000005,-5.14447,-0.379127,4.932391,6.02203,3.9076169999999997,3.761771,8.264053,13.815428,13.871298000000001,5.666753,-6.673824000000001,-15.415979,-15.341454999999998,-7.256194,3.3689400000000003,10.671294999999999,12.061496,8.999039999999999,4.906795,2.169898,0.71932,-0.738233,-2.414866,-2.867569,-0.97529,2.036098,3.4841010000000003,2.406704,0.994014,1.8658,4.143322,3.5710370000000005,-2.5728,-11.390172,-16.607860000000002,-15.272841,-11.114038,-10.194545,-13.699567000000002,-16.454187,-13.001553999999999,-3.8773730000000004,5.42917,11.134505,14.797108999999999,19.478288,23.940559,23.166269,15.177378,5.3285290000000005,1.621797,5.758245,10.65127,7.9825550000000005,-2.573937,-13.009983,-15.712075,-11.05805,-5.587041,-3.8662160000000005,-4.095911,-2.058422,2.385673,4.6122309999999995,0.97252,-6.390459,-11.567979,-11.212299,-7.675136999999999,-5.596325,-6.2785720000000005,-6.348304,-1.9318799999999998,6.544161,14.109415,15.639814999999999,10.376957,2.387953,-3.1042110000000003,-3.97345,-2.357525,-2.031726,-4.587249,-7.914581,-8.253732000000001,-3.6975269999999996,4.227172,12.101861999999999,17.2336,18.647009,16.286821,10.537384,3.063656,-2.873176,-4.590825,-3.03063,-2.521414,-6.141475,-11.448232,-12.354422999999999,-6.261951,1.539756,2.3660259999999997,-6.366854,-17.253014999999998,-19.785373999999997,-11.016511,1.692435,8.738298,7.880648,4.844081,5.282316000000001,8.262305,8.621155
9.999999999999998890e-01,7.514420709291821376e-01,3.199313604090174568e-02,5.414238586212672955e-01,4.872144162402768930e-01,2.291364054154295948e-01,7.856356799039487457e-03,5.163569162477510410e-01,2.765607343200484070e-01,9.356424555503604912e-02,2.140797954973872042e-01,6.467195353635615263e-01,5.978717374111730543e-01,2.118716100193775709e-01,5.029298398417539895e-01,4.706775086893091320e-01,1.150102217913820946e-01,3.886436717823363307e-01,4.891052677681309024e-01,2.154672374390114165e-01,4.303492856487858287e-01
7.514420709291821376e-01,1.000000000000000000e+00,3.904774820206076136e-01,4.765700613512550143e-01,2.984732147374365430e-01,3.771707238067140699e-01,3.642584713144696174e-02,3.888943832951660129e-01,2.611374521330486198e-01,2.306529180537333357e-01,1.839783771526520562e-01,6.649985949509356065e-01,9.217276950725966644e-01,5.798687088633584785e-02,3.869528030348198255e-01,2.778680555188678958e-01,2.305752333163035572e-01,2.317506569423700979e-01,4.116490571757785988e-01,2.929047675884767221e-01,3.820692685832256519e-01
3.199313604090173874e-02,3.904774820206076136e-01,1.000000000000000000e+00,3.461695501646332163e-02,2.724923728713787296e-01,4.230247903483851102e-02,5.250698595756176507e-02,1.983657093451522968e-01,4.961989078993526113e-03,4.989382834674026268e-02,1.240447283242593207e-01,1.395868928942927550e-02,4.238857641502942752e-01,4.594237952815415915e-01,1.244359006053460531e-01,2.333560700179088676e-01,2.868557613232035342e-03,4.714723575615851342e-02,2.421380062088425433e-03,5.147475858513298743e-04,1.043977033033547386e-01
5.414238586212672955e-01,4.765700613512550143e-01,3.461695501646332163e-02,1.000000000000000000e+00,6.689577724867384889e-01,5.165193265451072380e-01,6.892509414044675764e-02,6.190233741765190922e-01,2.349010141246141992e-01,2.814844583889972718e-01,3.670480741511961686e-01,3.601831068082723686e-01,3.615337211911267556e-01,2.483335964393947604e-01,8.672189131663392558e-01,7.212644915443605642e-01,3.749699009716579434e-01,3.724430799035917117e-01,3.478650179740905291e-01,2.057138760379680353e-01,3.318305567685404522e-01
4.872144162402768930e-01,2.984732147374365430e-01,2.724923728713787296e-01,6.689577724867385999e-01,1.000000000000000000e+00,4.624625532313023091e-01,3.706853277415341624e-02,5.601471935079643805e-01,2.858082901173188417e-01,3.034529177275616108e-01,4.099010920748294984e-01,3.054311411584190172e-01,1.694232616662189050e-01,3.738298751643575057e-01,6.239409621345903822e-01,7.656197148971860544e-01,3.166131681983281321e-01,1.426484230480250526e-01,2.615000191726358225e-01,1.673039031950363520e-01,4.323616366519111298e-01
2.291364054154296226e-01,3.771707238067141255e-01,4.230247903483850408e-02,5.165193265451071269e-01,4.624625532313022536e-01,1.000000000000000000e+00,1.909433632704638506e-01,3.140561539317788808e-01,1.985484471775850468e-01,3.918699289609594016e-01,4.334534032831354189e-01,3.244755229415137165e-01,3.069489601683256796e-01,1.395344542721570213e-01,4.594175983894069337e-01,4.964812190689754656e-01,6.245839788557779881e-01,2.514721743279762500e-01,2.305577984365649868e-01,3.259291991424706492e-01,3.716228803447810813e-01
7.856356799039487457e-03,3.642584713144695480e-02,5.250698595756176507e-02,6.892509414044675764e-02,3.706853277415341624e-02,1.909433632704638506e-01,1.000000000000000000e+00,1.587756690177474228e-01,8.809807648807176095e-02,1.498190538090019008e-01,1.828264058420927540e-01,1.362834345614612024e-02,4.326446488919635791e-02,1.921233522119586423e-01,8.071713718759310208e-03,2.609638612710515199e-02,3.913100885025464493e-01,7.742608882168711126e-02,4.871095347846674840e-03,3.130838439356539715e-01,1.289574037918222657e-02
5.163569162477511520e-01,3.888943832951660129e-01,1.983657093451522690e-01,6.190233741765190922e-01,5.601471935079644915e-01,3.140561539317788808e-01,1.587756690177474228e-01,1.000000000000000000e+00,1.429466705133722870e-01,2.207935884999469855e-01,2.275749717449970788e-01,3.515559982609120504e-01,2.716162985519384176e-01,3.599884783586146941e-01,6.142767412864027499e-01,6.006604769940863120e-01,3.491613150070403959e-01,2.507850991349921399e-01,2.729945221932796318e-01,2.038213886178093237e-01,1.846785515497812724e-01
2.765607343200484625e-01,2.611374521330486198e-01,4.961989078993525246e-03,2.349010141246141714e-01,2.858082901173188417e-01,1.985484471775850746e-01,8.809807648807174707e-02,1.429466705133723148e-01,1.000000000000000000e+00,4.444831362708957512e-01,1.348565672817387262e-01,4.333561947566567651e-01,9.733058445373778123e-02,1.459897085232041702e-01,2.053726744008569360e-01,1.818409326057970066e-01,1.455053237305393155e-01,2.660487685509035916e-01,7.023131127446273769e-01,2.538700821409942687e-01,1.440929346243602360e-01
9.356424555503606300e-02,2.306529180537333357e-01,4.989382834674025574e-02,2.814844583889972718e-01,3.034529177275616108e-01,3.918699289609594016e-01,1.498190538090019008e-01,2.207935884999469855e-01,4.444831362708957512e-01,9.999999999999998890e-01,1.452629178759380080e-01,1.077414500747561898e-01,1.866853807464391446e-01,1.955411187075161913e-02,2.307162325320732954e-01,1.969414550777621731e-01,3.406203288881280988e-01,2.061379611366238318e-01,2.729114665949849416e-01,3.878474887968469953e-01,9.796068519076718550e-02
