-20.644316,-13.905976999999998,-0.8089,7.261752,8.131789999999999,10.8272,22.639135,37.430217999999996,40.382493,24.307551999999998,-1.637708,-20.915122,-25.506721,-20.946785000000002,-16.824727,-15.812748000000001,-13.564008,-6.89685,1.466955,6.598089,6.9957910000000005,4.8356129999999995,2.379012,0.8087300000000001,2.139685,8.686491,18.329419,22.4482,12.870878999999999,-7.594728999999999,-24.335105,-24.148613,-9.61076,2.309987,-2.220872,-18.719276999999998,-28.575176000000003,-18.502748999999998,5.688696,25.315837,27.388801,15.594083,3.7096519999999997,0.721603,3.9199620000000004,5.379551,2.55947,1.007727,7.090350999999999,19.251769,27.248147999999997,20.66669,-0.840199,-25.224639,-36.832014,-29.549775,-12.468779,-1.8225619999999998,-5.829482,-17.045353,-20.39576,-9.118167,7.964964999999999,15.571806,7.613159,-7.268861,-15.189193,-10.017175,3.799268,18.833507,31.304282,39.369676,38.669717,24.587145,0.29598800000000003,-20.683757,-24.109755,-8.545416000000001,12.009508,20.256609,10.450692,-8.479908,-22.852056,-25.721739000000003,-19.641446,-11.369812,-6.054916,-5.323512,-7.888388000000001,-10.550759,-10.023206,-5.6826300000000005,-0.47400699999999996,2.21671,2.695307,4.533056,9.357055,13.682020999999999,12.947671000000001,8.18798,5.8793120000000005,9.652058,14.201535,10.649624000000001,-1.8561299999999998,-13.130348999999999,-12.98347,-3.6322379999999996,2.561496,-1.550664,-8.348984,-4.656645,10.736086,23.34208,19.038394,1.033044,-13.373320999999999,-12.944955,-5.106617,-5.35781,-16.503467,-23.683867000000003,-12.068107000000001,13.864343,32.958332,29.401201,8.826893,-9.198408,-12.26083,-5.446699,-1.450624,-4.9103769999999995,-9.657860000000001,-9.420836999999999,-6.324104,-6.634873,-10.868509,-12.253406,-5.8136,3.9047129999999997,6.939347,-0.476156,-10.530028999999999,-11.268692999999999,1.121887,18.17444,26.957043,21.602377,7.873658,-2.217733,-0.14469,12.807464999999999,26.626123,29.880484999999997,18.331379000000002,-1.251113,-15.623422,-15.429462,-3.2496259999999997,8.099919,6.406932,-9.202702,-27.42881,-34.821011,-27.585975,-14.486125,-8.416567,-14.504276,-25.427524,-27.919921999999996,-14.503159,9.838951,31.580658000000003,39.355059999999995,32.034279999999995,17.784339000000003,6.162385,1.109831,0.529672
1.000000000000000000e+00,4.919268416753789759e-04,7.859031133861436036e-01,8.204009163932126647e-01,5.963587696919554482e-01,4.232680238849211296e-01,3.050192372063920687e-01,9.082855596377614749e-02,9.867086890102695629e-02,2.200356179565698261e-02,4.718508657549246865e-01,6.910940808184615758e-01,3.221586501686956594e-01,1.876785526835134110e-01,4.568307683611010916e-01,4.208557584354640779e-01,5.041754319423389363e-01,1.394353523769304437e-01,1.502184356712314151e-01,6.455927114563349001e-01,7.291275410899947795e-01,5.825683007668849278e-01,2.094606677972301045e-01,1.853104868994369936e-01,5.007467672684419169e-01,2.088314452940259192e-01,5.310350983925425927e-01,7.253959155462413877e-01,4.319187241852151526e-01,5.910616949777576234e-01,5.956311953432480433e-01,1.738659816738777064e-01,6.110644435808780806e-01,5.708776236778899393e-02,4.526526187078581120e-01,3.133554133486873838e-01,4.627671142779579694e-03,4.477807152996744477e-01,2.136219721616726130e-01,3.851801825027960646e-01,2.971698572922468751e-01,2.519706602243016458e-01,2.726652309546249153e-01,1.011716731315347173e-01,2.026475975401023991e-02,2.532453019313199993e-01,2.208817694456746972e-01,5.205892564935579170e-01
4.919268416753789759e-04,9.999999999999997780e-01,1.986387972334068830e-01,1.290019618679756896e-01,3.552567114966253409e-02,3.114433378866941493e-01,3.902393703864541763e-01,4.265271106350196351e-01,1.558947659038092681e-01,3.301183113693006432e-01,1.433344636766069324e-01,4.599138789850231585e-02,7.262945823375481502e-02,2.238420814776473922e-01,3.793631350924368123e-02,1.765022591136976293e-01,4.269033219083493980e-01,2.584960110173085135e-01,5.778735617926459289e-01,2.735165236833523861e-01,3.620392461000219607e-04,1.264088135416266134e-01,1.639700980807434760e-01,4.884885236474760528e-02,6.541694602017109061e-02,5.658932193087982121e-01,1.890968948826107221e-01,3.213304638129137469e-01,4.999894166435548404e-01,4.828906901972333104e-02,3.378159938374346999e-02,2.349352551323693750e-01,5.217766152370962862e-01,2.376445737367455929e-02,3.813229846185492433e-02,6.332443297520180814e-02,2.213634886606052551e-02,7.238690689593683947e-02,5.348391597744323739e-02,4.703960204512262766e-02,7.717018868109976060e-01,7.898152596098887424e-01,7.692609714384599506e-01,7.191228158940572435e-01,6.261904657756681702e-01,5.720731379649462989e-01,5.864494304598206337e-02,1.384031343057421639e-03
7.859031133861434926e-01,1.986387972334068830e-01,9.999999999999997780e-01,7.680480953049658721e-01,5.953831634298096809e-01,4.570759759176235559e-01,1.628745103078539994e-02,4.067565017199384347e-01,3.687660927872531413e-01,2.984809292629075350e-01,6.333295752620081709e-01,6.776731256533806702e-01,2.980739417486658605e-01,2.317191339395826555e-01,2.544074195385884751e-01,4.473678726371531633e-01,2.244556367434953903e-01,1.577913371393047798e-02,7.952852672082319496e-02,7.186746871439322337e-01,7.284792497281175061e-01,5.985343214518283883e-01,3.969942625089945554e-01,1.379104001318218753e-01,4.523796342306567464e-01,1.429008223451319060e-01,4.859882203660845224e-01,7.509854907056995321e-01,5.113193116191807608e-01,4.581870804680121534e-01,4.995158162963949100e-01,2.516945589376503589e-01,7.515960326412992609e-01,1.632408176811706857e-01,4.516766177894508405e-01,2.568428662785871008e-01,4.172523485499794044e-02,4.354212124896207903e-01,2.814766105540854046e-01,3.181672027700914729e-01,4.605998912302097237e-01,7.698168725118002993e-03,1.335613441300740334e-01,1.114619442387812520e-01,1.694226607313105426e-01,4.419813769062393843e-02,1.825744236024877676e-01,3.710843685745379705e-01
8.204009163932126647e-01,1.290019618679756896e-01,7.680480953049658721e-01,1.000000000000000000e+00,6.604289222495971501e-01,4.829087952254073057e-01,1.331597993465368779e-01,1.315501142824105352e-01,2.510050904349780954e-01,1.455998055523169965e-01,5.021346465310937424e-01,7.132283025450741887e-01,3.209509805505320612e-01,2.734998544623843397e-01,3.203010061559736221e-01,4.953078309773026322e-01,4.187330848341906386e-01,1.012034640157263576e-01,2.189254124574116778e-01,6.597918202001228360e-01,7.637922748504034631e-01,6.858671077240556802e-01,2.635125195576963342e-01,3.023594561882856913e-01,3.912579639523666719e-01,1.834446674421919832e-01,2.969647184775955906e-01,5.119130464978837169e-01,1.654400492201006656e-01,4.425851068355691753e-01,4.884201115517117220e-01,1.904780554147569860e-01,4.253601500359586174e-01,2.229113769237545950e-01,3.370675046595238422e-01,4.220865264962085361e-01,1.002176518036051178e-01,4.236356343610002684e-01,2.659704027416044392e-01,4.684343654617679764e-01,1.097866614377978056e-01,3.325032743761207055e-01,4.317377318380148377e-01,2.693618237371551705e-01,1.359937484638573113e-01,3.229616083087509804e-01,2.655293464879713849e-01,4.433186133737574974e-01
5.963587696919554482e-01,3.552567114966253409e-02,5.953831634298096809e-01,6.604289222495972611e-01,1.000000000000000000e+00,6.756772459728933589e-01,1.844965043788880654e-01,1.724310368429624596e-01,6.075015687008572529e-02,1.453764264974533316e-01,2.459510915652939056e-01,4.518754289818429637e-01,4.375542242025090012e-01,2.436540845887826337e-02,1.384201949933889508e-01,3.398472056781745021e-01,3.701874388552832129e-01,4.563207400983266410e-02,8.627937543606689630e-03,5.748503486502061222e-01,5.970373998144534733e-01,4.135626621763026645e-01,5.440540880534510543e-02,4.269579549579529676e-01,2.337900062983565841e-01,1.516560854359014499e-01,2.514234939323976015e-01,3.751063619792019965e-01,1.905204354979292969e-01,1.898113766470276020e-01,2.935721427495286417e-01,2.897933525641190888e-01,5.199396088415511041e-01,3.196919035092041228e-02,2.501289660900361533e-01,3.539936390741778571e-01,2.001537557518785412e-02,2.175021421409759348e-01,9.669639098930718490e-02,2.273470888320916761e-01,2.697221537617178755e-01,1.562578899506634200e-01,1.984247098888091421e-01,6.359149938935487745e-02,3.469492500834471527e-02,1.109028756377697517e-01,4.134463156208540990e-01,3.911175404066624672e-01
4.232680238849211296e-01,3.114433378866941493e-01,4.570759759176235559e-01,4.829087952254073057e-01,6.756772459728934699e-01,1.000000000000000000e+00,3.826165396982945249e-02,2.065945327997929515e-01,7.251792403125931208e-02,1.715211321833034000e-02,1.668214771432873222e-01,2.985747772545538359e-01,4.717844165904243048e-01,5.387087762399560276e-02,2.746722461332944953e-01,2.131015857797285140e-01,1.399304556914876541e-01,3.683204444097563646e-01,5.507129085927671142e-01,6.000847015370817106e-01,4.575032344436540943e-01,1.709649729087257541e-01,1.052715269889813315e-01,2.410866816650525657e-01,4.021216212763506492e-02,1.083684045106301924e-01,7.231661461324699700e-04,2.166404366912445811e-01,3.715522968706535395e-02,1.101607494542519994e-01,7.970724400137706167e-02,1.462583553658839686e-01,3.852084817653526061e-01,1.963048091938578849e-02,8.438509238851976679e-02,2.208559409137940133e-01,1.972440278935514932e-04,6.505598043252221185e-02,1.835314858168917429e-01,1.195255205922672592e-01,4.653687999181543855e-01,1.155048479382503601e-01,1.223236888814450696e-01,5.154776539640668065e-02,2.572677625311813737e-02,6.227938866493437642e-02,1.729703067854029552e-01,2.266124611172410930e-01
3.050192372063921242e-01,3.902393703864542318e-01,1.628745103078539994e-02,1.331597993465368779e-01,1.844965043788880654e-01,3.826165396982944555e-02,1.000000000000000000e+00,3.841722858815097008e-01,4.519558482757398687e-01,4.140361142849380283e-01,9.650177648257723950e-02,4.788886073662724369e-02,1.602638010386580047e-01,7.399837045171835104e-02,1.059910080079538158e-01,8.478693277453344668e-02,8.548750669461592233e-01,2.648094525748665440e-01,2.557205909303526536e-01,4.605988652605948891e-02,2.523589359868513293e-01,9.042065810196271702e-02,3.326349810390316630e-01,9.844090695493673548e-02,2.384879473862339810e-02,7.297964878011592438e-01,3.023374640969274732e-03,1.536583212364215356e-01,6.420384687986345484e-02,4.183250821106569706e-02,6.764240067555127647e-03,2.962325462869206949e-01,4.818045273310850481e-03,4.584362117803036929e-02,1.127098136218262769e-01,2.416943975775901754e-01,8.050830648252897681e-02,5.312447075151977005e-02,3.426277787624770199e-01,2.626659822832858593e-01,1.262140729545650764e-01,6.651917654296919391e-01,4.982401913770029278e-01,4.337893308473688148e-01,4.895624229424361262e-01,5.866517948013694195e-01,1.069519826495868992e-01,2.682613508096817062e-02
9.082855596377614749e-02,4.265271106350196351e-01,4.067565017199384902e-01,1.315501142824105352e-01,1.724310368429624596e-01,2.065945327997929792e-01,3.841722858815097008e-01,1.000000000000000000e+00,6.190878712865952593e-01,6.977371840483357346e-01,5.775045791045679833e-01,4.487147549956665982e-01,1.337555001506708641e-01,2.989778833497503396e-01,2.056437204886095715e-01,1.307280383970779170e-01,3.100837422414816080e-01,4.402813816836066013e-02,4.337255735975101972e-02,3.664402459847532212e-01,2.313905534842092271e-01,2.328657110812177855e-01,3.100247101600505650e-01,2.473615197382558473e-01,3.084894916362210804e-01,4.672752734233295846e-01,2.244623487422441055e-01,3.134393771022256914e-01,3.522613527629501196e-01,2.169300623313407117e-01,1.967444241112588366e-01,3.685562808992953743e-01,5.928324044134348769e-01,9.146563935023972747e-02,4.843739609288288950e-02,2.822268970898597629e-01,6.435888635434135197e-02,1.455164864369956346e-01,3.533119109050605333e-01,3.285920618229045687e-01,4.093801726991500023e-01,4.329561953783521155e-01,3.091063781817788847e-01,4.921808692173697541e-01,4.586063525895473503e-01,3.641685024330243436e-01,2.691975179908216997e-01,2.525604436636015859e-01
9.867086890102697017e-02,1.558947659038092681e-01,3.687660927872530858e-01,2.510050904349780954e-01,6.075015687008573223e-02,7.251792403125931208e-02,4.519558482757398687e-01,6.190878712865953704e-01,1.000000000000000000e+00,5.997466741726429351e-01,5.808824144731833394e-01,3.952414495067440026e-01,1.440862974036902500e-01,3.021438222181174749e-01,8.095693659656405528e-02,2.246774961079284760e-01,2.558987831204571073e-01,1.124333030040317455e-01,1.461163566522951929e-01,2.881500615580830371e-01,2.534405549975497496e-01,3.233836428967632459e-01,3.630121886395196174e-01,2.698034467507943179e-01,4.272025087738396953e-01,5.000128665264094163e-01,2.229177890176513022e-01,2.354671198966278300e-01,2.564244267028930047e-01,2.467298610773620560e-01,3.065818520924676882e-01,4.018404525354922763e-01,3.807752925412126177e-01,1.291472097162982557e-01,1.895585625239436522e-01,3.313505049340629283e-01,1.418966907506961916e-01,4.158128661608735954e-01,5.545091225984568606e-01,3.966979003013554328e-01,1.034756046844154398e-01,2.382646779550868787e-01,1.302294279994401782e-01,2.238957059839324082e-01,2.688832045607629229e-01,2.177319015447034267e-01,3.278962201349359118e-01,2.083735343100241721e-01
2.200356179565698608e-02,3.301183113693006432e-01,2.984809292629075350e-01,1.455998055523169965e-01,1.453764264974533593e-01,1.715211321833034000e-02,4.140361142849380838e-01,6.977371840483357346e-01,5.997466741726429351e-01,9.999999999999998890e-01,4.887483176390115536e-01,4.777546536071545780e-01,4.441068238276425773e-02,3.413686301665606604e-01,3.099001467340564697e-01,5.167642904758617400e-02,3.555579160336732047e-01,2.610020683581029122e-01,1.575390984434760777e-01,3.098198526587188084e-01,1.901470723123246664e-01,2.571353966632051735e-01,2.278638886123666163e-01,2.875313537679782261e-01,3.646927576343825250e-01,4.422745248529235118e-01,2.660721440460954157e-01,2.925954456440925111e-01,3.006488931781383656e-01,2.843895441200702812e-01,3.094979670581665121e-01,4.808985420435940572e-01,5.031826329683857235e-01,6.682080664749864840e-02,6.331357498883027901e-02,3.668271300851123073e-01,8.540335863193951327e-02,2.427826219753905640e-02,4.150020477120908158e-01,3.527324924034324627e-01,2.358093291585368900e-01,4.306271221919042436e-01,3.177455317612867258e-01,4.212295481757530324e-01,5.631425282786569619e-01,5.688032564256864099e-01,3.852513307609811144e-01,2.488104552018767512e-01
