0.000000000000000000e+00	3.788469845692959415e-01	2.398113327576863463e-01	7.548677132356907378e-06	2.816899582650190803e-01	-1.296039196473153521e-01	-3.454578596122487300e-02	3.570537219269639267e-02	9.298392958403019215e-03	-2.287886483679206495e-02	8.732962262934716724e-02	-7.998347066129212618e-03	-9.312968612006382318e-02	-3.858715683348024755e-02	4.074579594837434565e-02	-8.949319721188300769e-02	-7.855552299905861624e-02	-1.260608756456501056e-01	-2.633790004192545359e-02	1.757904757080958405e-02	-5.521014116587006498e-02	1.059371422694095795e-02	-1.201954501701156530e-01	1.204039697057233405e-01	-1.183166866633170583e-01	-1.068155558506027475e-01	-7.808183001576979310e-02	-2.943964717414044793e-02	3.635867235985431462e-02	2.107345154340407312e-01	1.450376281563439118e-01	-5.244356876456621186e-02	-1.449073199675012802e-01	-3.768788291483820500e-03	-1.111510933941897983e-01	7.736844646114149349e-02	1.405955170145951616e-01	3.193628736896320097e-02	9.479624532996272501e-02	3.658879646670411961e-02	4.774481838464288835e-02
3.788469845692956639e-01	0.000000000000000000e+00	1.298222154485723090e-01	-1.592909235083200259e-01	1.891592640977721174e-01	1.714949257277290362e-01	5.984190879362338150e-02	-2.161738347659309112e-01	-4.781609514938649913e-03	-1.403997169064564454e-01	2.502686147030967756e-02	1.074108560194622815e-02	-2.142712222359301200e-02	2.196386261638920076e-02	2.113049445415118160e-02	1.945213743002328563e-02	-3.048496908896319510e-02	4.273326989868299342e-02	-1.827550527686381751e-02	6.867151368247732812e-03	-1.035520632518162759e-01	-4.005508098112355725e-02	-1.826978072625749794e-01	-4.547618943010541676e-02	-8.827263497699162909e-02	5.852741071682533019e-02	1.379828508227537720e-01	5.673194782394221092e-02	7.930821124496403862e-02	-3.389274236948529306e-02	-1.387356359976665010e-01	-1.301933620411182824e-01	4.205691483365762706e-01	-5.867795864977115583e-02	-1.353035833698653378e-01	3.991868656949481425e-02	1.158555338680108543e-01	7.571724000900804941e-02	1.078984209519692344e-01	-1.124207121520426900e-01	2.390530903022502762e-01
2.398113327576867071e-01	1.298222154485724200e-01	0.000000000000000000e+00	2.747009579717303307e-01	-8.234512950863288883e-02	1.250329286137329410e-01	1.249312516962241409e-01	-7.642248630616825522e-02	-4.773700155557738384e-02	8.671796968992735721e-02	-2.961277525267335189e-02	-1.176101223740200208e-01	8.489752606027910209e-02	2.699385832469603647e-02	4.419764345975917691e-02	4.920997384289783894e-02	-6.000084540402535888e-02	-9.036116896076198945e-02	1.857469976536480633e-02	-1.173264161263868760e-01	-5.508405161589926408e-02	7.421530832917139220e-02	1.550237151846694805e-01	8.749346269665734047e-03	-1.451032455018774481e-01	-6.291108517956793544e-02	-6.938893674605113582e-02	1.118146038020371297e-01	-1.728198116630073056e-01	3.609034871003955619e-02	1.149552412967477788e-01	-2.258244935052415026e-01	-7.058584181104173016e-02	3.331193961545377696e-02	-7.005414347202271186e-02	2.933047271379983778e-01	-4.706259855871480074e-02	-2.370233258077645289e-01	-1.154347143333051690e-01	1.299571235497534172e-01	6.522598972765865366e-02
7.548677132184580219e-06	-1.592909235083198871e-01	2.747009579717303307e-01	0.000000000000000000e+00	2.833790052775875257e-01	4.284429621659657239e-01	-2.526357988617300085e-02	-9.553465718898448977e-02	-1.010382561422905334e-01	9.558067496565182675e-02	1.997080266719890584e-01	9.718376761226865668e-02	4.306023622071684237e-02	1.256758172401137297e-01	-7.372529116755863199e-02	1.448246730092959400e-01	5.191687090296388113e-02	-3.792735170296605146e-02	6.099642207723195153e-02	-1.738930792604272968e-01	2.242200717808289501e-01	-6.078788525338849058e-02	-1.612502042100576738e-01	-5.529833487359853833e-02	1.108957068056042605e-01	-5.111572855566901691e-02	2.450437870990487266e-01	-6.347925334004596298e-02	7.231429914019339711e-02	-2.258487211350451718e-01	-2.350747923628013492e-01	-2.548845992868809321e-02	1.609264975314977364e-01	6.494580318133377772e-02	9.341254688479880969e-03	2.081973898421662916e-01	-1.598135556208832020e-01	4.217494711480287289e-02	-3.576440359924044216e-02	-1.398161346241656167e-01	-2.895749717815405619e-02
2.816899582650188028e-01	1.891592640977721451e-01	-8.234512950863295822e-02	2.833790052775879698e-01	0.000000000000000000e+00	1.778494418611617153e-02	1.340256960062980174e-01	1.672289056537014096e-01	7.582839449640073337e-02	-1.127157744420890090e-01	9.199725545028993035e-02	-6.071867606088861280e-03	-2.456652163834775401e-02	-1.897709810637506628e-02	1.833707345998118188e-01	-9.076378342792824905e-02	-9.184547131674060047e-03	-1.005150678680241244e-01	-1.603990170900909951e-01	2.053661686254609209e-01	2.959385719351077526e-01	-9.697502939884851403e-02	2.331761846323862353e-01	3.910619419096518501e-02	2.326128830332865882e-01	-6.203438302684372019e-02	-1.476083289328505022e-01	-2.236997517137061589e-03	-1.050341380097618849e-01	3.356087255433071181e-02	7.191265660644036162e-02	1.713657493335304371e-01	-5.435457417974149524e-02	1.046954131534010013e-01	3.093178982011319800e-01	-2.608829857897277393e-01	-2.918289707283380219e-01	3.910471020013481236e-02	-8.035023593743007009e-02	-3.929636469090611040e-02	4.928345173815653485e-02
-1.296039196473148247e-01	1.714949257277288419e-01	1.250329286137324691e-01	4.284429621659656129e-01	1.778494418611648378e-02	0.000000000000000000e+00	-1.701660822344051305e-01	2.808066338010742902e-01	-2.419256688450905496e-02	-1.226428773647897097e-01	-1.066093111914285657e-01	-7.671981705256221418e-02	5.269123210370174094e-03	5.521308550435241602e-03	-6.087774906320510965e-02	-2.580564795047133111e-02	6.664935325359787333e-02	5.330879564516908392e-02	-7.828631618282716476e-02	1.704709652952648979e-01	-1.650934140484851820e-01	8.570963935169859105e-02	1.379631592033767340e-01	9.860017457583855616e-02	-6.813172631781110045e-02	1.198940439642542100e-01	-7.829767110960678123e-02	-7.664718818961252511e-02	-3.644129399411217413e-02	2.392181306797239726e-01	2.260777832942321153e-01	9.491014483532652160e-03	-1.478197092122293665e-01	-6.599765077729063956e-02	-2.029487885144092008e-02	-4.188156515887994646e-02	3.435746358698592018e-01	-1.592756621042567267e-01	-2.155013980946181382e-03	-9.190165925405793801e-02	1.492925262202653147e-01
-3.454578596122439421e-02	5.984190879362324272e-02	1.249312516962240716e-01	-2.526357988617272329e-02	1.340256960062978786e-01	-1.701660822344052970e-01	0.000000000000000000e+00	3.205373366846689387e-01	-1.339708715398426897e-01	-4.188885026588946847e-02	7.160123289869506358e-02	5.069553966867017952e-03	1.541962761656609851e-02	3.145487303294424164e-01	-9.064702069050305233e-02	1.578436511229171779e-01	8.282938156292174448e-02	3.235834555478534196e-03	-3.134712393448763762e-02	3.318463401857302264e-02	2.146763675630793122e-01	7.380283874240707587e-02	1.057043066076533422e-01	2.260206448603280516e-01	-5.275643141566797867e-02	-3.138803996653941053e-02	-8.179996014312213015e-02	-1.473187622144584707e-01	1.000285224216569818e-01	5.897378186174248582e-02	2.631174594610854664e-02	-9.693834409600740609e-03	4.795808634395102438e-02	-1.706180818395420240e-01	-4.822201769514991576e-02	2.546576461349453827e-02	1.035488064959332877e-01	-5.544123358377468780e-02	-1.476164326396281756e-01	1.291122679364867520e-01	-1.872240252934638804e-01
3.570537219269597634e-02	-2.161738347659308834e-01	-7.642248630616782501e-02	-9.553465718898489223e-02	1.672289056537017427e-01	2.808066338010747898e-01	3.205373366846688277e-01	0.000000000000000000e+00	2.326577596829597638e-01	-3.818056285360348426e-03	1.859065956825345367e-02	-6.964787561347467182e-02	-1.312509041766599105e-02	1.700662361742356216e-02	-1.146994613567636490e-01	-4.472181650798016245e-02	-1.059139488033057075e-01	5.617850788917319593e-02	5.763326621999365768e-02	-1.491454604674112006e-01	-1.675414155453224807e-01	-4.329124095559015728e-02	-8.823690669127717823e-02	-1.122390497135277408e-02	-5.076981967539205554e-02	1.683514516342375089e-01	6.438449069337651154e-02	4.263720305506504132e-02	1.361089619697141428e-01	-6.576576203459306991e-02	-5.470773607567098323e-02	1.566122532070450546e-01	1.014253941594361469e-01	-4.722146696894354706e-02	-1.561112940954981487e-01	-3.545390625597814264e-03	2.186892167671320997e-01	1.862113353684897443e-01	1.243417363631935668e-01	6.946237949112388232e-02	-5.342366754706074500e-02
9.298392958403012276e-03	-4.781609514938518941e-03	-4.773700155557716179e-02	-1.010382561422909081e-01	7.582839449640053908e-02	-2.419256688450855189e-02	-1.339708715398418848e-01	2.326577596829588757e-01	0.000000000000000000e+00	3.914351768686911703e-01	3.097635052770319336e-02	-1.029096259271365943e-01	5.703816115765105582e-02	5.408014689938803188e-02	7.760434636849258827e-02	1.002930394881709347e-01	7.072143115635053101e-02	2.181196672009630133e-01	-1.165568046139072445e-01	2.192080919337976302e-02	-2.647420282515530396e-02	-7.450211618577534667e-02	1.134426019621284365e-01	-1.651601138469513744e-02	2.695104578955302005e-02	-1.085392504430711391e-02	1.082209769883252654e-01	7.090451925102073290e-03	2.576616050066825314e-02	-5.673915352507551829e-02	1.319883731555760165e-01	1.554138900685859970e-01	9.123651064006256528e-02	-1.031079058346474897e-01	7.449370063791167090e-03	-5.248824362879307009e-02	1.088192674760234645e-02	-9.287376388682465345e-02	1.798501217072567271e-01	-1.326818822585897235e-02	-9.915013497810240550e-02
-2.287886483679164168e-02	-1.403997169064568062e-01	8.671796968992684373e-02	9.558067496565224308e-02	-1.127157744420890090e-01	-1.226428773647897513e-01	-4.188885026588923949e-02	-3.818056285360616007e-03	3.914351768686914479e-01	0.000000000000000000e+00	3.269785283486593142e-01	-2.173498718400280680e-02	2.570968464341146127e-03	6.245227231126777162e-02	4.106478354739955677e-02	-1.147727150917882306e-02	-7.394725199070259491e-02	8.097578622451065411e-02	-4.422355436045685706e-02	2.531522379132477019e-01	-2.884498779434836041e-02	-1.212951231972062976e-01	1.400054681754913100e-01	9.629060411789883145e-02	-5.722056266752391374e-02	1.592053015255126269e-01	-8.871966437133409211e-02	9.851914342393844337e-02	-8.438692532541471059e-02	7.626041186004904604e-02	-4.057297596468320555e-02	7.470937595703197598e-02	4.887648364476162438e-03	-5.034292126243090221e-02	1.119309434684542665e-01	-1.095742120870412395e-01	4.900481281765272507e-02	-1.129103721380781411e-01	2.986679095416045968e-02	8.084824585492716986e-02	5.168966245442051938e-02
