6.498775,24.555606,24.747814,9.159688000000001,-8.186525,-16.933882999999998,-17.810608,-16.412713,-14.668216000000001,-10.690423,-4.001601,3.156227,9.352698,14.959635,18.223341,14.093739000000001,1.264416,-10.778536,-7.607277000000001,13.577982999999998,36.007496,37.402035999999995,13.342491,-16.924449,-30.617506,-24.88547,-16.206519,-17.442357,-21.814823,-13.994137,6.462549,20.564442,11.773187,-12.461577,-27.264134999999996,-18.198524,3.174218,14.711432,10.534885000000001,6.129518,16.226757,33.959193,37.662871,16.960851,-13.836142,-30.821777,-25.330807999999998,-9.6449,0.369427,2.3355240000000004,4.316599,9.033078,8.006264999999999,-6.482149,-27.852125,-38.741528,-28.682696999999997,-5.264948,14.206582999999998,20.667331,20.63991,26.004049,39.088613,49.741293,46.421725,28.356244,6.173091,-8.483264,-13.140947,-14.928979,-22.102513000000002,-35.713224,-49.28877,-55.92069,-54.812796999999996,-50.281634999999994,-44.714588,-34.271194,-13.537692000000002,15.379513000000001,40.622384999999994,50.016239,43.13838,32.201939,29.592594000000002,35.471835999999996,39.414315,33.770371000000004,22.545082999999998,15.352445999999999,14.651851999999998,12.715041000000001,2.088533,-14.134109,-25.616093,-27.3022,-24.766115,-25.559341,-28.455202000000003,-25.446977,-14.199204,-3.913676,-5.339173000000001,-16.558575,-22.910467999999998,-12.411255,11.312844,33.471268,43.347433,41.598890999999995,33.067122,17.914424,-5.582816,-31.564151000000003,-46.56496,-42.620865,-27.464715999999996,-16.735169,-15.844222,-14.290035999999999,-0.947059,18.486477999999998,25.589782,12.290888,-5.29441,-1.874455,28.129215000000002,61.454064,68.803599,44.725590999999994,11.344584,-6.897575999999999,-7.605318,-7.274928999999999,-17.653648999999998,-31.472093,-33.409786,-20.650136,-7.122324000000001,-7.072756,-18.725949,-27.216608,-21.839437,-6.661916000000001,6.250864,10.383282000000001,8.654035,5.767114,1.5304149999999999,-6.0331660000000005,-13.767707999999999,-13.977948000000001,-3.068259,12.966178,23.998494,25.8582,22.652723,19.13085,14.025167999999999,3.7883440000000004,-8.528336999999999,-12.919787,-4.074657,8.507746000000001,6.924885000000001,-15.785479999999998,-44.405059,-53.349764,-31.372583000000002,6.819969,35.009143,40.561358,33.19571,29.260679,31.109296,25.801531,3.788186,-25.623343,-41.298982
1.000000000000000000e+00,3.353966734325735666e-01,2.531450019946536178e-01,8.460582381081281633e-02,3.790961786559580715e-01,4.085819955342541270e-03,1.882400185107035995e-01,3.873300303626108221e-01,1.493209637335860540e-01,2.085394961835173588e-01,1.935585654824866220e-01,1.332048648017120918e-01,1.916682449026946289e-01,1.788311255749416157e-02,1.891133017179437992e-01,2.532259274448526720e-01,2.930804810320059017e-01
3.353966734325735111e-01,1.000000000000000000e+00,2.349268125687128395e-01,1.664734060821654316e-01,2.066835339377132708e-01,6.918102538876029495e-02,1.238274472093224554e-01,4.712026007229751512e-01,7.268533514358789527e-02,4.549531319699844367e-01,2.502046129969846128e-02,5.218520036983269328e-02,4.089122860483637711e-01,1.570796607924453969e-01,3.078497670988061263e-01,3.392333684842207542e-01,2.745408691634084741e-01
2.531450019946536178e-01,2.349268125687128395e-01,9.999999999999997780e-01,7.892086232049465577e-01,1.585220887364589548e-01,3.381218317308416488e-01,3.829068299443357803e-01,3.344661567448324324e-01,3.804369994555844431e-02,2.607085640492221579e-01,2.157484709537283232e-02,3.492844703261469563e-01,5.886955395477295738e-01,2.416700093083199996e-01,8.171207095573847223e-02,2.074649516704663577e-01,5.051617141708321101e-01
8.460582381081281633e-02,1.664734060821654316e-01,7.892086232049465577e-01,1.000000000000000000e+00,1.535282605929912392e-01,5.673430195879313187e-01,6.786333852574697456e-01,2.029920441791519259e-01,2.071662879285068315e-01,2.998821569926362063e-01,2.112536130851555838e-01,1.863687830533470036e-01,5.125424581453138506e-01,3.573946657132775484e-01,1.279503637274332362e-01,3.586286990679999342e-01,3.722017507586826701e-01
3.790961786559580715e-01,2.066835339377132708e-01,1.585220887364589548e-01,1.535282605929912392e-01,1.000000000000000000e+00,5.136657174627826672e-01,5.670542793331469905e-02,2.815546471452763932e-01,3.965068293422904094e-02,2.790507553041456437e-02,4.002036967881963392e-01,2.337218530379049086e-01,1.923465511529296179e-01,1.795003816240387795e-01,2.407865152322758440e-01,3.034469506797830007e-01,2.761383804205985171e-01
4.085819955342542137e-03,6.918102538876029495e-02,3.381218317308416488e-01,5.673430195879314297e-01,5.136657174627827782e-01,1.000000000000000000e+00,6.046711432660925034e-01,1.384211971968999366e-01,1.271623480486409608e-01,2.683368592662744856e-01,6.216650809748085482e-01,2.398270839241477270e-01,3.416505079671730560e-01,6.275760610118444327e-02,3.210807727953819413e-01,5.229909894807949211e-01,2.805703352587943789e-01
1.882400185107035995e-01,1.238274472093224693e-01,3.829068299443357803e-01,6.786333852574697456e-01,5.670542793331470599e-02,6.046711432660926144e-01,1.000000000000000000e+00,3.199582006621415342e-01,1.869733778803993884e-01,3.283937932771307522e-01,2.571328632086533061e-01,2.067187879560014249e-02,4.092325097385540733e-01,1.864457285690586108e-01,3.433918594433144622e-01,4.456918356892690669e-01,2.721704745118339597e-01
3.873300303626108221e-01,4.712026007229752067e-01,3.344661567448324324e-01,2.029920441791519259e-01,2.815546471452763377e-01,1.384211971968999366e-01,3.199582006621415342e-01,1.000000000000000000e+00,4.044799377717438194e-02,2.296533855446930283e-01,9.209139253430985439e-02,9.070713964567125864e-02,3.313014045737317503e-01,1.088356009375920086e-01,4.164349258121909925e-01,1.860394847871171473e-02,2.262107064617311369e-01
1.493209637335860818e-01,7.268533514358789527e-02,3.804369994555845125e-02,2.071662879285068037e-01,3.965068293422904094e-02,1.271623480486409608e-01,1.869733778803993884e-01,4.044799377717438194e-02,1.000000000000000000e+00,1.199504868716941841e-01,1.845862479493844688e-01,2.276122653597989487e-01,3.754972010618101014e-02,3.977526167446138738e-01,1.649968557979243286e-02,1.536579430496496923e-01,1.992166136091439721e-01
2.085394961835173588e-01,4.549531319699844922e-01,2.607085640492221024e-01,2.998821569926362063e-01,2.790507553041456437e-02,2.683368592662744856e-01,3.283937932771307522e-01,2.296533855446930006e-01,1.199504868716941980e-01,1.000000000000000000e+00,1.939230555629920250e-01,1.182549154220581544e-01,4.972844580290955441e-01,1.498139238247101213e-01,5.849902270325339076e-02,5.483903152526609093e-01,4.461525315698115501e-01
