6.2162690000000005,22.157265,22.853531,9.880172,-5.025635,-13.055501,-14.612556,-14.213804000000001,-13.406115,-10.588138,-5.279203,0.77779,6.413922,11.716479,14.814504000000001,11.201698,-0.07473400000000001,-10.510898,-7.419252,11.666853,32.068278,34.034107,13.098583,-14.357736,-28.020089000000002,-24.190016,-16.296570000000003,-15.86005,-18.248803,-11.014197,6.550207,18.811482,11.539125,-9.613878999999999,-23.606776999999997,-17.091154,1.533283,13.700060999999998,12.986048,10.623969,18.388799,31.367753999999998,32.68969,14.346384,-11.771141,-26.055698,-21.595113,-8.877208999999999,-1.215768,-0.356006,0.8214809999999999,4.6078269999999995,3.3370050000000004,-10.008411,-29.504476,-39.140346,-28.886838,-5.488193,14.610354999999998,22.073658,22.448417000000003,27.227644,39.376628000000004,49.5246,46.10757,27.676347999999997,4.485227,-11.318166,-16.243998,-16.713158,-21.156695000000003,-31.707262,-43.339332,-50.008192,-50.412037,-47.241425,-41.585563,-30.022499,-8.974011,18.152755,40.259879999999995,47.252984000000005,39.864092,29.425943,26.729561999999998,31.640866,34.870936,29.545820000000003,18.921575,11.501231,10.184958,9.067637,1.495258,-11.250027000000001,-21.645472,-25.282391,-25.340849,-26.587183000000003,-27.678221,-22.986806,-11.997034,-3.059446,-4.697222,-14.251104999999999,-18.651,-7.91856,13.935385,33.1856,40.121266999999996,35.847411,25.928793,11.740861,-8.132069,-29.600966999999997,-41.841933000000004,-37.757432,-23.416289000000003,-12.645178999999999,-11.471894,-11.618648,-2.291487,13.953475,22.302844,14.303262,1.310981,4.160367,28.89473,56.91831,62.675160999999996,39.983955,7.623075,-11.431367999999999,-12.830604,-10.660688,-17.211922,-28.291791999999997,-30.661039000000002,-20.37981,-8.622063,-8.348977,-18.874442000000002,-26.912211,-21.893898,-6.830669,6.887158,12.373895,11.892505,9.912938,6.103312,-2.027689,-11.662144999999999,-14.302435999999998,-4.700689,11.938085000000001,24.293246,26.179537,21.225525,15.952747,11.121008999999999,2.984851,-7.805725,-13.191884,-7.024352,4.171264,4.634284,-13.457016000000001,-38.008051,-46.129565,-26.845473,7.038941,31.602264,35.384966999999996,27.934195000000003,24.858262,28.023974,24.435817,4.474903,-23.09455,-37.999598999999996
1.000000000000000000e+00,4.058215771937302985e-01,1.615331106668881078e-01,2.635178132096492251e-02,2.708108726627661555e-01,9.868997001371240807e-02,2.881100024974078688e-01,3.298607545795124718e-01,1.186117065130228992e-01,1.757469032739327475e-01,7.102413887961547823e-02,1.192025722247985198e-01,1.536680311888771744e-01,5.811152701814503718e-02,1.541887937441372147e-01,2.240261523487899475e-01,2.941315094436550148e-01
4.058215771937302985e-01,9.999999999999998890e-01,2.640386411794924948e-01,2.091771846233531074e-01,1.382782311479685833e-01,2.579409669726663579e-02,8.964323001124373247e-02,4.877422834867907175e-01,8.737232041499959356e-02,4.457697678805552233e-01,5.402434069516019732e-02,9.921872639666266813e-02,4.604468245101886459e-01,1.710966414804093727e-01,2.532977905283160802e-01,3.501798101206250458e-01,2.888689894402787783e-01
1.615331106668881078e-01,2.640386411794924948e-01,1.000000000000000000e+00,8.006120459064797190e-01,1.559144582152823255e-01,3.680606859699672162e-01,4.101516289116464709e-01,3.581467079482374971e-01,1.091029040169406716e-01,3.049182701255446215e-01,4.868787084816444954e-03,3.457123515283944126e-01,6.206137002502751798e-01,3.269304899649618235e-01,8.070417095254862894e-02,2.538236172717164840e-01,5.164582140103287644e-01
2.635178132096492251e-02,2.091771846233531351e-01,8.006120459064797190e-01,1.000000000000000000e+00,1.106955420251423128e-01,5.355766558459877924e-01,6.849009019957827960e-01,2.069970120433654026e-01,2.337481456948128367e-01,3.429866898741720238e-01,2.205605786091815179e-01,2.193589583455813896e-01,5.355470721573460935e-01,4.384649186274180988e-01,1.467500712781253935e-01,3.848717562902352896e-01,3.623954347888221350e-01
2.708108726627661555e-01,1.382782311479685555e-01,1.559144582152823255e-01,1.106955420251423128e-01,1.000000000000000000e+00,5.523015230991975555e-01,5.504146576054847612e-03,2.993401020459138251e-01,1.531315284854920314e-02,3.639411834250580458e-02,4.096423690450932131e-01,2.589173283096329881e-01,1.733148684694982566e-01,1.143544575927780277e-01,1.903266476231180171e-01,3.117028503459167155e-01,2.400604878468022285e-01
9.868997001371242195e-02,2.579409669726663232e-02,3.680606859699672162e-01,5.355766558459877924e-01,5.523015230991975555e-01,1.000000000000000000e+00,5.693688178895048857e-01,1.464327973658750004e-01,1.723621518536236075e-01,2.706194184575871908e-01,6.397418750923359321e-01,2.688426696233336965e-01,3.314027670943642256e-01,6.026761022010109631e-02,3.262912197870879716e-01,5.575430960236142930e-01,2.895000211661247214e-01
2.881100024974078688e-01,8.964323001124371859e-02,4.101516289116464709e-01,6.849009019957826849e-01,5.504146576054847612e-03,5.693688178895048857e-01,1.000000000000000000e+00,3.190694419198876197e-01,2.009501463167990831e-01,3.844058417950714790e-01,2.401803818186643846e-01,2.124250167550645677e-02,4.358382589067212320e-01,2.513832226170762407e-01,3.273105498305706740e-01,4.346432025123636578e-01,2.547454331705847341e-01
3.298607545795124163e-01,4.877422834867907731e-01,3.581467079482374971e-01,2.069970120433653749e-01,2.993401020459138251e-01,1.464327973658750004e-01,3.190694419198876197e-01,9.999999999999998890e-01,8.521203189612006068e-02,1.653201003321135287e-01,8.853311630789534314e-02,9.845549194292606277e-02,3.257720605506375655e-01,9.494417929845067050e-02,3.939490565458805826e-01,1.398948044238447659e-02,2.511824459890440453e-01
1.186117065130228854e-01,8.737232041499957969e-02,1.091029040169406716e-01,2.337481456948128367e-01,1.531315284854920140e-02,1.723621518536236075e-01,2.009501463167990831e-01,8.521203189612006068e-02,1.000000000000000000e+00,1.802533994704783316e-01,2.187996995284919588e-01,1.745336218785582538e-01,1.506276921461355833e-01,3.968914095592890878e-01,8.507642816746789280e-03,1.749294048340639396e-01,1.187120261620861622e-01
1.757469032739327752e-01,4.457697678805552233e-01,3.049182701255446770e-01,3.429866898741720238e-01,3.639411834250580458e-02,2.706194184575871353e-01,3.844058417950714790e-01,1.653201003321135287e-01,1.802533994704783593e-01,1.000000000000000000e+00,1.374303938780292722e-01,4.496076220452004807e-02,5.178136950793800208e-01,2.155319142167708146e-01,1.097740713000812801e-01,5.465538101576653540e-01,4.371484950758600108e-01
