0.000000000000000000e+00	-8.676214717674854415e-02	1.107382105289190927e-01	1.732471595840490153e-01	-8.545780346438240638e-02	7.333013203166054150e-02	-1.533966305585522105e-01	-1.160723432575060804e-01	2.083580747165082736e-02	-1.514335450280686057e-01	-4.939384333060679172e-02	8.990627780394454260e-02	4.302250650165238138e-02	-8.671606523714649184e-02	2.779450248083625286e-01	-1.548017902888829400e-01	-4.186114300274756256e-02	6.248510911661453449e-03	-9.702265635377779751e-02	7.401798863121514249e-02	-2.994764950727498917e-02	-1.376819461503627495e-01	-2.079499270830116320e-01	-1.707059697013377508e-01	3.013530212984284751e-02	-1.849930243474540992e-01	4.475690542003118999e-02	1.021355212664890599e-01	-7.359778723481273655e-02	-5.681760960661340516e-03	2.567458855209832531e-03	-1.697626241452392659e-01	7.349132485822021388e-02	-1.970762795219542507e-01	-1.025436648943080786e-01	-1.169809355633578442e-02	-1.475155531444433676e-01	4.238925707144520355e-02	1.882897194661468931e-02	-4.265680823211857875e-02	-1.044744723405421905e-01	-6.654458468949357719e-02	1.472374131019698884e-01	7.603946892301248484e-02	-3.486911903494195608e-02	-5.246734957665645516e-02	-6.968969351908090026e-02	7.688061814577183684e-02
-8.676214717674837762e-02	0.000000000000000000e+00	-6.871437743936319176e-02	7.383735694035287178e-02	-1.196130529400067227e-01	-3.038754468632050287e-02	7.567172810976044439e-02	-2.508049490137621504e-02	1.786154896415529172e-02	4.359672119820744846e-02	-7.354067721249994694e-02	6.998396497262818206e-03	-1.224547430808186482e-01	1.493286787083863282e-02	6.212146160559849778e-02	-2.711012498052113931e-02	-1.476171473691828247e-03	2.664098626571207579e-02	1.570663226262298817e-01	-3.334238428193333353e-02	-3.117334253480646879e-03	7.664834522510248493e-02	-1.145939645208349927e-01	1.228459079407936277e-02	-8.905345291323235601e-02	-6.888379446785783400e-02	-4.233224228681604223e-02	-3.656355204649352347e-02	1.631256611831826964e-01	-2.409228349888551529e-03	-6.297202466928196463e-02	-2.318240306850908108e-02	1.535415233827565618e-01	5.847746845322488590e-02	-1.114830012972160556e-01	-6.433334291131499738e-02	-6.789865799034895677e-02	1.394355337797313910e-01	-1.874500941011219834e-01	9.595257508992838247e-02	3.057149302397361157e-01	1.411897743269545369e-01	1.650539233741648570e-01	1.559065511637443280e-01	5.566595797494314213e-02	-7.263496390012087744e-02	4.777676079296097611e-02	-1.617059976250076747e-01
1.107382105289194674e-01	-6.871437743936292808e-02	0.000000000000000000e+00	1.092228221923491616e-01	1.232454286809396213e-02	-4.467917499192089470e-02	1.233696024125192081e-01	2.174424692029472694e-01	3.672045999886412032e-02	9.245497399827934393e-02	-2.089875376785556294e-02	-1.023073664029409274e-01	-1.279144768428561452e-01	-2.006174690154780560e-01	8.821958931540008209e-02	7.857959988565686726e-02	-5.660441150798110888e-02	2.739489247786597997e-02	-4.925755685067918083e-02	1.035213911321744285e-01	8.344605713806946268e-02	-1.710023773084510049e-02	1.381203499443323934e-01	-1.188268112370197832e-01	-1.490470276031910513e-01	1.492967628597836882e-01	-1.483961808845188635e-01	2.323799779731647308e-01	-6.643298886550250137e-02	-1.270617479270979011e-01	2.851961647054427045e-03	1.339429267743109941e-01	2.081686473904972579e-01	1.052494122663216597e-01	1.030974516815295339e-01	3.692180763183552233e-02	-8.482875911676801550e-02	7.781910777988408634e-02	-1.187988933697193550e-01	-1.426649274647287524e-01	-5.642289593386873997e-02	-4.433821778883904191e-02	-8.655479548038608195e-02	-1.052986834830328539e-01	-4.951793498475719202e-02	2.532116187573873675e-02	-1.756943632738049987e-01	-1.229422385350638636e-01
1.732471595840485712e-01	7.383735694035295505e-02	1.092228221923491338e-01	0.000000000000000000e+00	2.279653812191057560e-01	8.972584688261825425e-02	1.055370131293725255e-01	-1.172679622428949298e-01	1.596373536256500969e-01	3.120179020762569796e-02	7.330582792233210354e-02	1.373389761303038872e-02	-6.398008513131397956e-02	2.241010146334010689e-01	1.064368056868210816e-01	2.513185777005153606e-03	-7.110265300191392912e-02	-1.556998789696667669e-02	-1.636238943192538375e-01	1.028247771961240120e-01	1.271053114329457889e-01	1.605054584853238264e-01	-1.427016649127763048e-01	1.165811291470962921e-02	-8.758352690584990385e-02	3.547480863359248754e-02	-4.533754892164330169e-02	1.222505806499850911e-01	-8.920374175114577364e-02	-2.026414934403795304e-02	-5.638798248875566410e-02	2.159504864695720519e-02	-2.647225621552424246e-01	1.884348436021136275e-01	-9.255351652198146040e-02	1.039684704733484684e-02	-3.070872866319706435e-02	-1.876751693776977647e-01	-4.212099202173222312e-02	7.047066842390509178e-02	-3.731662032300906567e-02	-1.768600588258733078e-02	-1.062405566597880296e-01	-1.282938819823340459e-01	-1.172540760570795620e-02	-4.878960504111593682e-02	-1.001088687831359764e-01	-1.805203042337239216e-01
-8.545780346438219821e-02	-1.196130529400066256e-01	1.232454286809396039e-02	2.279653812191058670e-01	0.000000000000000000e+00	3.546981274635245263e-01	-9.330833641070881979e-02	-1.409137414434091275e-02	-1.939593686243703263e-01	1.780774443231718795e-01	-2.602827686906462601e-01	-6.183277711575858870e-02	1.322879792529547960e-01	-1.899752681266507204e-01	-6.006553649732315758e-02	-1.768301586985480262e-02	-4.961313893051494915e-03	-1.509882484732435193e-01	-6.520740624951948394e-02	-3.165659649256806485e-02	7.060355566534218252e-02	4.698259492424249756e-02	2.211103858478299933e-02	7.160378716136100996e-02	9.899670938672713860e-02	1.429668507857267436e-02	-6.216056988553136237e-02	-2.132975953471149266e-01	1.696534944066491746e-01	-1.026179381535378132e-01	-1.330646605030091911e-01	-1.036473714015211656e-01	2.401941448328878403e-01	-6.092020638036068497e-02	1.117246398947595865e-01	-7.406495205968018081e-02	3.996319684854041099e-02	1.131764167852598035e-01	-2.647045525807777966e-01	1.693958039055298501e-02	-9.640719096841900149e-02	5.316658455025489657e-03	-1.192366591034281914e-01	8.862669950868466706e-02	-4.650988150178931788e-03	8.485118769023269891e-02	1.456096166100646905e-01	-9.385933945497557107e-02
7.333013203166056926e-02	-3.038754468632051328e-02	-4.467917499192108205e-02	8.972584688261836527e-02	3.546981274635244152e-01	0.000000000000000000e+00	1.075887251955364166e-01	9.115048592175144584e-03	6.387988952216884508e-02	-2.331516109960473371e-01	8.975193761091385114e-02	2.473082409579119290e-02	1.433816487813131257e-01	1.806638909813306770e-01	-3.677016048342263144e-02	-9.675257824483528279e-02	-8.672610995919637078e-02	1.120055331175277558e-01	3.161334444051508985e-01	1.372189100740317802e-01	4.297918645618971877e-03	-9.293609522246525090e-03	-6.780948760751390192e-02	-3.516385444679324956e-02	8.778394880356829577e-02	6.157020976728738021e-02	-3.442004949222556270e-03	3.692356860106792843e-02	-1.466001490374419791e-01	-1.498756794172257933e-01	-1.253315952574342307e-01	1.767028387492300956e-01	5.001030542144464797e-02	-1.394767142116776736e-02	-3.463951768088559258e-02	8.657371928527110572e-02	-2.442341882990151647e-01	-1.188235018526163922e-01	-2.611309846310416391e-02	1.926374442890362720e-02	1.403616524406002541e-01	-1.669224262366869951e-02	1.249269211360284904e-01	4.467231570593167833e-02	-2.426985211496716088e-01	-2.310759806830552793e-02	2.393616101737294083e-02	-8.064510491274234916e-02
-1.533966305585524603e-01	7.567172810976020847e-02	1.233696024125197355e-01	1.055370131293724284e-01	-9.330833641070850060e-02	1.075887251955364304e-01	0.000000000000000000e+00	-6.061005722401751651e-03	1.627809544267573294e-01	4.098524881289208888e-02	2.697827265353075488e-02	-9.039255789905678573e-02	9.588159552211618364e-02	-9.786887529424323495e-02	-1.209646045514895935e-01	5.358661813025769605e-02	4.214555844371473681e-01	-1.611755727794397450e-02	-2.018670351957364481e-02	-2.134313729108251300e-03	-9.432025331787927125e-02	-9.044279700072620221e-02	-1.233692174615105136e-01	-1.249725744846718611e-01	-8.898457085923824894e-02	2.487064707626402971e-01	4.114491146017552198e-02	-2.845067570811370822e-02	-1.487248086553824289e-01	-6.613213941206212698e-02	8.725091893265909948e-02	-1.111351627898756189e-01	-1.436350028501813259e-01	-3.282825379377500574e-02	5.233075855177376362e-02	1.901165044045501420e-02	7.999963655583173378e-03	3.589731092216032898e-02	-1.905152364878551436e-03	1.536508859091220425e-01	-2.741240584422455218e-02	8.635696991399938183e-02	-5.251613634239742784e-02	-2.997016527329729452e-02	9.015163270793800920e-02	5.662804107772804324e-02	-1.735151216584015360e-02	-1.207691354210705878e-02
-1.160723432575059555e-01	-2.508049490137646484e-02	2.174424692029471307e-01	-1.172679622428945689e-01	-1.409137414434105152e-02	9.115048592175274689e-03	-6.061005722401628486e-03	0.000000000000000000e+00	1.700249233135561755e-01	1.118200392741998117e-01	1.889054776981473338e-01	1.007770195845917038e-01	1.490976780210557795e-01	7.185487295446572886e-02	-1.858126340307285074e-01	2.647758550261359797e-02	-4.273844300807826124e-02	5.375035068244578274e-02	-3.551910554969455597e-02	1.626021015507947767e-02	-4.024476462613239131e-02	2.563417135016922768e-02	-1.700224253559782517e-01	7.395898658514644952e-02	-4.579783532586218647e-02	3.925669235947155597e-03	1.442513452234630081e-02	-1.371652710037209455e-01	5.275807191573338335e-03	1.381005457739538367e-01	-1.625577667188495834e-01	-1.408270984656239955e-01	1.792507838951915011e-01	-1.107375185434459827e-02	-3.112368913358005973e-02	7.405474366708757195e-02	-4.861203169106361605e-02	-4.912103697035903604e-02	9.739973963190434736e-02	8.219624675344640308e-02	1.809640293570362324e-02	3.337699750337473625e-02	8.068965310852901918e-02	2.039005482543803371e-01	8.058722343193430726e-02	-1.672824567113534167e-01	-2.312942889791969048e-02	1.799644955821578379e-02
2.083580747165115349e-02	1.786154896415496560e-02	3.672045999886410644e-02	1.596373536256502634e-01	-1.939593686243702986e-01	6.387988952216888672e-02	1.627809544267567465e-01	1.700249233135564253e-01	0.000000000000000000e+00	2.042478254317752484e-01	-1.795800493761497141e-02	-4.662406028299402594e-02	6.929044956683580968e-03	5.630784675759854113e-03	-3.072252064022863542e-03	3.311542295780833117e-02	-7.270548733851162071e-02	3.736730714365762290e-02	-1.462710181913487451e-01	9.811880297037768595e-02	8.500884759146191960e-02	-1.343676238696233372e-01	1.943693827306456623e-01	1.633890737807603410e-01	2.798157588973634868e-01	1.969794700029358636e-01	-2.655672548752609566e-02	-1.603938913578034364e-01	1.115234557361375473e-01	-6.249687494662110876e-02	1.626007310406892697e-02	1.160121058189291510e-01	1.045485308943678027e-01	-3.595231922953942560e-02	1.670520312226441914e-02	-1.220192446653609319e-01	9.459389424308389804e-02	2.053439521024957859e-01	1.770313273927679246e-02	2.100344378342522812e-04	-1.770723655196978774e-01	4.732555004558052641e-02	8.712547065486006548e-02	2.247567073448863278e-02	-8.127977969881748643e-02	-1.269545745730566999e-01	4.287694095524943044e-02	-1.076869372792210906e-02
-1.514335450280686890e-01	4.359672119820746233e-02	9.245497399827931617e-02	3.120179020762573960e-02	1.780774443231716853e-01	-2.331516109960471428e-01	4.098524881289265093e-02	1.118200392741993121e-01	2.042478254317751651e-01	0.000000000000000000e+00	3.680710090352722064e-02	2.685951148446863446e-01	-2.224097831345564213e-01	1.495443397518320394e-01	-6.836927314239887865e-02	1.148830267693052715e-01	2.360942845598967485e-02	-7.723704603157569015e-02	3.572848163912065861e-02	6.975850631650531986e-02	-7.855235879611646016e-03	1.393661042072850131e-01	-3.058166568405975561e-01	-4.699184278489654427e-03	3.725791181213530812e-02	-2.480205428726681149e-02	3.839352977321054683e-02	-4.480889754575834161e-02	-4.896793159482974722e-02	-1.054850244258177250e-01	1.730743645723214000e-02	-1.505873995399249375e-03	1.260079991547958800e-01	7.051297069428345658e-03	-2.604355981881010806e-01	6.311653555833854345e-02	-8.145520630056274358e-02	-3.058917345479094524e-02	1.777567550603754987e-01	-9.538287703628843539e-02	4.791942978602978589e-03	2.009959785847274371e-03	6.952827608345245325e-02	-3.231981152837200017e-03	2.824655709255599265e-03	2.852701305216383543e-01	1.971992201051928073e-02	1.851735625593991380e-02
